credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR000797,CL00720,2026-03-17,Crédito libre inversión,6400000,12,0.023,616000,Aliado,888,0.146,Automática,Activo,0,0.39536671962116465,0,20260317
CR000798,CL00722,2024-08-13,Microcrédito,2650000,9,0.0418,359000,Call center,703,1.2,Automática,Mora severa,1,0.7745800192119308,1,20240813
CR000799,CL00722,2024-12-08,Microcrédito,3150000,9,0.0381,420000,Call center,900,0.1453,Automática,Mora moderada,1,0.6229434564273747,1,20241208
CR000800,CL00723,2024-05-10,Microcrédito,2500000,6,0.0317,464000,App,882,0.0989,Automática,Mora severa,1,0.6461183537380161,1,20240510
CR000801,CL00724,2025-12-06,Crédito libre inversión,11050000,18,0.0195,734000,Aliado,900,0.1606,Automática,Activo,0,0.35148846508899173,0,20251206
CR000802,CL00724,2025-10-20,Crédito consumo digital,3350000,9,0.0312,433000,App,900,0.0947,Automática,Activo,0,0.3280969324664331,0,20251020
CR000803,CL00727,2024-07-16,Crédito consumo digital,350000,9,0.0258,44000,App,739,0.0733,Automática,Finalizado,0,0.7249158687622475,1,20240716
CR000804,CL00728,2025-12-01,Crédito consumo digital,1800000,6,0.0205,322000,App,704,0.2118,Automática,Mora moderada,1,0.7471891913002163,1,20251201
CR000805,CL00729,2025-10-31,Microcrédito,2350000,9,0.0252,295000,App,819,0.118,Automática,Activo,0,0.43818532371345253,0,20251031
CR000806,CL00730,2025-04-23,Crédito consumo digital,2600000,12,0.0203,246000,App,545,0.0969,Manual,Finalizado,0,0.441127581804294,0,20250423
CR000807,CL00731,2025-12-24,Crédito consumo digital,1350000,3,0.0224,470000,App,837,0.3013,Automática,Finalizado,0,0.39799954744431754,0,20251224
CR000808,CL00732,2026-03-19,Avance de nómina,250000,3,0.0311,89000,App,747,0.1254,Automática,Activo,0,0.33087814620624956,0,20260319
CR000809,CL00733,2026-01-09,Crédito libre inversión,3450000,3,0.0288,1217000,App,711,0.5385,Manual,Activo,0,0.23894013946971088,0,20260109
CR000810,CL00733,2025-11-19,Crédito libre inversión,3650000,9,0.0178,442000,Aliado,807,0.1956,Automática,Mora moderada,0,0.46087438350054055,0,20251119
CR000811,CL00734,2023-09-21,Crédito consumo digital,3100000,6,0.034,580000,Web,900,0.1169,Automática,Finalizado,0,0.25022522044591056,0,20230921
CR000812,CL00735,2023-08-10,Avance de nómina,450000,9,0.0225,56000,App,847,0.0311,Automática,Finalizado,0,0.5535088592170151,1,20230810
CR000813,CL00736,2025-06-12,Crédito libre inversión,3950000,12,0.0306,398000,App,900,0.0911,Automática,Activo,0,0.2722755583905779,0,20250612
CR000814,CL00737,2024-02-25,Microcrédito,1100000,12,0.0319,112000,App,738,0.0762,Automática,Mora severa,1,0.7233249550846191,1,20240225
CR000815,CL00737,2025-11-30,Crédito libre inversión,3050000,9,0.0265,385000,Web,687,0.2619,Automática,Activo,0,0.6385691957979373,1,20251130
CR000816,CL00738,2023-12-07,Crédito libre inversión,1650000,9,0.0195,202000,App,778,0.1303,Automática,Finalizado,0,0.40646806930419993,0,20231207
CR000817,CL00739,2025-07-27,Crédito libre inversión,10700000,12,0.0196,1009000,Web,864,0.2352,Automática,Activo,0,0.27973124719179043,0,20250727
CR000818,CL00740,2026-03-10,Crédito libre inversión,10500000,6,0.0292,1933000,App,828,0.5702,Excepción,Activo,0,0.30206728191605536,0,20260310
CR000819,CL00742,2025-07-04,Crédito consumo digital,4000000,6,0.0345,749000,App,900,0.1265,Automática,Finalizado,0,0.2381455752429045,0,20250704
CR000820,CL00743,2025-06-12,Crédito consumo digital,1150000,9,0.0351,151000,App,845,0.0634,Automática,Finalizado,0,0.3947743564468062,0,20250612
CR000821,CL00746,2025-04-30,Crédito libre inversión,5100000,12,0.0205,484000,Web,868,0.1779,Automática,Finalizado,0,0.279657751241976,0,20250430
CR000822,CL00747,2026-03-17,Crédito libre inversión,2550000,9,0.0189,311000,App,795,0.162,Automática,Activo,0,0.5496466347882162,1,20260317
CR000823,CL00748,2025-12-27,Crédito consumo digital,650000,6,0.0338,122000,App,818,0.0475,Automática,Mora moderada,1,0.5757759669851384,1,20251227
CR000824,CL00748,2024-10-17,Microcrédito,2300000,9,0.0337,301000,App,818,0.1171,Automática,Mora moderada,1,0.71481873599642,1,20241017
CR000825,CL00748,2025-11-03,Microcrédito,1350000,12,0.0324,138000,App,885,0.0537,Automática,Activo,0,0.6127975417270166,1,20251103
CR000826,CL00749,2025-11-26,Crédito libre inversión,2050000,6,0.0301,379000,Call center,752,0.184,Automática,Activo,0,0.377430113160469,0,20251126
CR000827,CL00750,2023-11-20,Avance de nómina,1800000,9,0.0189,219000,App,844,0.0852,Automática,Finalizado,0,0.37824404321623795,0,20231120
CR000828,CL00751,2025-01-27,Microcrédito,3150000,6,0.0428,606000,App,872,0.1599,Automática,Finalizado,0,0.2503559843801357,0,20250127
CR000829,CL00753,2025-08-09,Crédito libre inversión,2250000,24,0.0277,130000,Web,727,0.0774,Automática,Mora moderada,1,0.7393528526295305,1,20250809
CR000830,CL00754,2025-10-25,Crédito consumo digital,450000,9,0.0376,60000,Aliado,900,0.0233,Automática,Activo,0,0.1685217946952194,0,20251025
CR000831,CL00754,2025-11-26,Crédito consumo digital,2050000,12,0.0217,196000,App,867,0.0763,Automática,Activo,0,0.25160866030647344,0,20251126
CR000832,CL00755,2024-07-03,Crédito consumo digital,1200000,12,0.0204,114000,App,808,0.0481,Automática,Finalizado,0,0.34945074382566627,0,20240703
CR000833,CL00757,2025-02-27,Avance de nómina,1450000,3,0.0309,514000,App,886,0.1736,Automática,Finalizado,0,0.22161691925490504,0,20250227
CR000834,CL00758,2025-05-01,Microcrédito,3900000,3,0.04,1405000,Web,836,0.4145,Manual,Finalizado,0,0.42039020669405497,0,20250501
CR000835,CL00759,2024-09-10,Crédito libre inversión,5650000,12,0.0283,562000,Aliado,888,0.188,Automática,Finalizado,0,0.5421167593872722,1,20240910
CR000836,CL00761,2025-12-31,Desconocido,4850000,9,0.0235,604000,App,900,0.1581,Automática,Activo,0,0.21830005977013325,0,20251231
CR000837,CL00762,2025-11-26,Crédito consumo digital,2050000,9,0.0258,258000,App,807,0.0711,Automática,Activo,0,0.5052655727492352,1,20251126
CR000838,CL00762,2025-08-03,Microcrédito,3050000,12,0.0395,324000,App,840,0.0893,Automática,Mora severa,1,0.7802886132851355,1,20250803
CR000839,CL00763,2026-02-18,Crédito consumo digital,1850000,6,0.0209,331000,Web,900,0.0721,Automática,Activo,0,0.19744577898664586,0,20260218
CR000840,CL00764,2025-12-05,Crédito consumo digital,2350000,3,0.0346,838000,App,841,0.2951,Automática,Mora moderada,1,0.4464221598214308,0,20251205
CR000841,CL00764,2025-10-26,Crédito consumo digital,1000000,6,0.0381,190000,Web,813,0.0669,Automática,Finalizado,0,0.36478955070072455,0,20251026
CR000842,CL00765,2025-08-27,Avance de nómina,450000,6,0.0184,80000,App,783,0.0449,Automática,Mora moderada,1,0.6398361222218245,1,20250827
CR000843,CL00766,2024-02-20,Crédito consumo digital,750000,3,0.0247,262000,App,894,0.1489,Automática,Finalizado,0,0.30672063462676996,0,20240220
CR000844,CL00767,2025-07-11,Crédito libre inversión,1550000,6,0.0211,278000,App,831,0.123,Automática,Mora moderada,1,0.5832946598750616,1,20250711
CR000845,CL00767,2025-02-22,Crédito libre inversión,5050000,6,0.0277,925000,Aliado,743,0.4093,Manual,Mora severa,1,0.5675255740958558,1,20250222
CR000846,CL00768,2024-01-30,Crédito consumo digital,2100000,9,0.0213,259000,App,900,0.0649,Automática,Finalizado,0,0.21538481886467498,0,20240130
CR000847,CL00768,2025-03-09,Crédito consumo digital,2650000,3,0.0283,934000,Web,900,0.2341,Automática,Finalizado,0,0.15803895821056654,0,20250309
CR000848,CL00769,2025-04-19,Crédito consumo digital,600000,6,0.0382,114000,Aliado,726,0.0974,Automática,Mora severa,1,0.8524469256097129,1,20250419
CR000849,CL00770,2024-07-22,Crédito consumo digital,1250000,12,0.0356,130000,Aliado,788,0.061,Automática,Mora severa,1,0.7747654664426418,1,20240722
CR000850,CL00773,2025-11-25,Crédito consumo digital,650000,3,0.0316,231000,Web,868,0.106,Automática,Finalizado,0,0.3114271240478846,0,20251125
CR000851,CL00774,2026-01-11,Crédito consumo digital,1350000,18,0.029,97000,App,726,0.0634,Automática,Activo,0,0.5642301248985031,1,20260111
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa,1,0.7646443526163464,1,20250829
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo,0,0.4338124112093431,0,20260113
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado,0,0.30729653987129685,0,20250117
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado,0,0.29145700214571685,0,20240824
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo,0,0.1987619545442762,0,20250103
CR000857,CL00778,2026-03-11,Crédito libre inversión,11700000,6,0.0173,2070000,Call center,838,0.5201,Manual,Activo,0,0.5706932384269303,1,20260311
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo,0,0.5215744106579228,1,20251204
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada,1,0.7429655875400925,1,20250820
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada,1,0.681955122418824,1,20250922
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada,1,0.5246339860009877,1,20260107
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada,1,0.5338642165462304,1,20250106
CR000863,CL00785,2026-03-05,Crédito consumo digital,4450000,6,0.0314,825000,Call center,864,0.2687,Automática,Activo,0,0.29848415060756756,0,20260305
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo,0,0.27574068328278895,0,20251115
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado,0,0.3380894850588126,0,20230629
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado,0,0.23859287145522226,0,20240124
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado,0,0.11609468875316997,0,20241110
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado,0,0.3174355983771489,0,20250707
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo,0,0.10532899945291144,0,20260127
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado,0,0.25784963416527573,0,20251230
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa,1,0.756101948427967,1,20240604
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo,0,0.6093521664009416,1,20251216
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo,0,0.4796517193827907,0,20250419
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo,0,0.19018691712692393,0,20251105
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa,1,0.3402055740333849,0,20250611
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo,0,0.2968515540559472,0,20260205
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado,0,0.46576805966667145,0,20250707
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo,0,0.6980749473070285,1,20250223
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado,0,0.21409629127386823,0,20250417
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo,0,0.25320810838162283,0,20250818
CR000881,CL00801,2025-03-10,Crédito consumo digital,250000,9,0.0388,33000,App,767,0.0413,Automática,Finalizado,0,0.35054501778299085,0,20250310
CR000882,CL00801,2025-10-11,Crédito consumo digital,900000,3,0.0383,323000,App,732,0.4037,Manual,Finalizado,0,0.31624725674739756,0,20251011
CR000883,CL00801,2023-09-10,Crédito libre inversión,1650000,6,0.0295,304000,Aliado,744,0.38,Manual,Mora moderada,1,0.7450921456564424,1,20230910
CR000884,CL00802,2025-07-13,Microcrédito,2100000,9,0.0274,266000,Call center,821,0.1209,Automática,Mora severa,1,0.48913696710695387,0,20250713
CR000885,CL00802,2023-12-15,Microcrédito,1450000,3,0.0441,527000,Web,748,0.2395,Automática,Finalizado,0,0.4623839726456812,0,20231215
CR000886,CL00803,2025-06-20,Crédito libre inversión,850000,3,0.0316,301000,Web,684,0.2467,Automática,Finalizado,0,0.5254719161500749,1,20250620
CR000887,CL00804,2026-03-24,Crédito consumo digital,2400000,3,0.0267,843000,Call center,631,0.2097,Automática,Activo,0,0.20612478457956004,0,20260324
CR000888,CL00806,2025-03-21,Crédito consumo digital,1250000,9,0.0226,155000,Aliado,900,0.0518,Automática,Finalizado,0,0.2503383604761676,0,20250321
CR000889,CL00806,2025-10-20,Avance de nómina,1400000,24,0.0258,79000,Call center,900,0.0264,Automática,Activo,0,0.30214411482359044,0,20251020
CR000890,CL00807,2024-12-30,Avance de nómina,2250000,18,0.0237,155000,Web,900,0.0341,Automática,Activo,0,0.3720487560360792,0,20241230
CR000891,CL00807,2026-03-24,Crédito libre inversión,8650000,6,0.0231,1561000,Web,856,0.3438,Automática,Activo,0,0.11134941940409411,0,20260324
CR000892,CL00808,2023-10-28,Microcrédito,3000000,6,0.0334,560000,App,822,0.1497,Automática,Finalizado,0,0.5946555121545376,1,20231028
CR000893,CL00808,2023-08-24,Crédito consumo digital,3750000,3,0.0256,1315000,App,858,0.3516,Manual,Mora severa,1,0.4916465535295819,0,20230824
CR000894,CL00809,2023-12-22,Avance de nómina,2200000,6,0.0206,394000,Aliado,900,0.0966,Automática,Finalizado,0,0.3003523500638406,0,20231222
CR000895,CL00809,2023-12-26,Crédito consumo digital,1650000,6,0.0223,297000,Web,854,0.0728,Automática,Finalizado,0,0.26975762265222997,0,20231226
CR000896,CL00811,2025-07-09,Crédito libre inversión,10600000,12,0.0214,1011000,Web,862,0.2824,Automática,Mora moderada,1,0.6670056708949558,1,20250709
CR000897,CL00812,2025-08-03,Crédito libre inversión,600000,24,0.0337,37000,App,795,0.0285,Automática,Mora moderada,1,0.6488311301184239,1,20250803
CR000898,CL00813,2025-10-13,Crédito consumo digital,2250000,6,0.0223,405000,App,900,0.1015,Automática,Mora moderada,1,0.42417261085010083,0,20251013
CR000899,CL00814,2025-05-31,Crédito consumo digital,1550000,9,0.0292,198000,App,820,0.1048,Automática,Mora moderada,1,0.7622065264018683,1,20250531
CR000900,CL00815,2024-11-06,Crédito consumo digital,2150000,6,0.0236,389000,App,897,0.1063,Automática,Finalizado,0,0.2802690426116347,0,20241106
CR000901,CL00816,2026-02-12,Crédito consumo digital,700000,6,0.0279,128000,App,877,0.0601,Automática,Activo,0,0.3208780499271635,0,20260212
CR000902,CL00817,2025-09-11,Crédito consumo digital,1100000,18,0.0258,77000,App,852,0.0399,Automática,Activo,0,0.4905376227535239,0,20250911
CR000903,CL00818,2023-10-03,Crédito libre inversión,2050000,12,0.0226,197000,App,803,0.0929,Automática,Mora moderada,1,0.7767716262221399,1,20231003
CR000904,CL00819,2025-10-25,Microcrédito,2200000,9,0.0334,287000,Aliado,807,0.1134,Automática,Activo,0,0.3900561008807433,0,20251025
CR000905,CL00822,2025-07-27,Crédito libre inversión,2200000,6,0.0264,401000,App,900,0.156,Automática,Finalizado,0,0.3304917433050942,0,20250727
CR000906,CL00822,2025-01-29,Crédito consumo digital,1400000,3,0.0234,489000,App,839,0.1903,Automática,Finalizado,0,0.2449511290751843,0,20250129
CR000907,CL00823,2026-03-03,Crédito libre inversión,3050000,6,0.031,565000,App,768,0.3717,Manual,Activo,0,0.6148948362979272,1,20260303
CR000908,CL00824,2026-02-28,Crédito consumo digital,300000,6,0.025,54000,Web,682,0.09,Automática,Activo,0,0.46291766296087683,0,20260228
CR000909,CL00825,2025-09-01,Crédito libre inversión,1600000,6,0.0183,284000,Web,816,0.115,Automática,Mora moderada,0,0.5336545875338421,1,20250901
CR000910,CL00826,2026-03-10,Crédito libre inversión,4800000,9,0.0188,585000,Web,839,0.3112,Automática,Activo,0,0.3010472998820821,0,20260310
CR000911,CL00827,2026-02-08,Crédito consumo digital,4100000,12,0.0332,420000,App,900,0.1029,Automática,Activo,0,0.17025104043272513,0,20260208
CR000912,CL00828,2024-11-13,Crédito consumo digital,1500000,6,0.12,284000,App,896,0.1048,Automática,Mora severa,1,0.74393804386063,1,20241113
CR000913,CL00829,2025-09-19,Avance de nómina,250000,9,0.0256,31000,App,780,0.0193,Automática,Activo,0,0.3105819349419128,0,20250919
CR000914,CL00829,2024-06-06,Crédito libre inversión,3000000,6,0.018,532000,Web,619,0.3304,Manual,Mora moderada,1,0.7483862239139221,1,20240606
CR000915,CL00829,2025-02-17,Crédito consumo digital,1200000,3,0.0328,427000,App,740,0.2652,Automática,Finalizado,0,0.20004188140310272,0,20250217
CR000916,CL00830,2026-02-01,Crédito consumo digital,750000,9,0.03,96000,Web,780,0.05,Automática,Activo,0,0.3656499025327135,0,20260201
CR000917,CL00831,2025-07-02,Crédito libre inversión,6000000,9,0.0273,761000,Aliado,898,0.187,Automática,Finalizado,0,0.405501915370107,0,20250702
CR000918,CL00832,2024-10-19,Crédito consumo digital,3500000,6,0.0211,627000,Web,810,0.2076,Automática,Finalizado,0,0.4281657135431484,0,20241019
CR000919,CL00834,2026-03-04,Crédito consumo digital,1250000,24,0.0259,71000,App,781,0.0284,Automática,Activo,0,0.30556761553386835,0,20260304
CR000920,CL00834,2026-02-08,Crédito consumo digital,1650000,12,0.028,164000,Aliado,835,1.8,Automática,Activo,0,0.5489323116586128,1,20260208
CR000921,CL00835,2025-07-20,Crédito libre inversión,2150000,18,0.0263,151000,Aliado,890,0.0637,Automática,Mora moderada,1,0.5558842076194737,1,20250720
CR000922,CL00835,2025-07-08,Microcrédito,1900000,9,0.0282,242000,Aliado,885,0.1021,Automática,Finalizado,0,0.5183817996913157,1,20250708
CR000923,CL00837,2025-03-07,Microcrédito,2400000,6,0.0427,462000,Web,889,0.211,Automática,Mora moderada,1,0.6328658264158787,1,20250307
CR000924,CL00838,2024-07-15,Crédito consumo digital,1400000,6,0.0205,250000,Call center,780,0.098,Automática,Mora moderada,1,0.7027755419444109,1,20240715
CR000925,CL00839,2025-01-28,Crédito libre inversión,3450000,6,0.0231,622000,Web,765,0.2603,Automática,Finalizado,0,0.30212967591591117,0,20250128
CR000926,CL00840,2025-10-08,Avance de nómina,700000,18,0.0257,49000,App,900,0.0196,Automática,Activo,0,0.3932453840716943,0,20251008
CR000927,CL00841,2025-10-06,Crédito consumo digital,2550000,6,0.0385,484000,App,900,0.072,Automática,Finalizado,0,0.1795988669082131,0,20251006
CR000928,CL00842,2025-05-13,Crédito consumo digital,800000,12,0.0223,77000,App,881,0.03,Automática,Activo,0,0.4514241974672204,0,20250513
CR000929,CL00842,2025-08-09,Crédito consumo digital,1400000,9,0.0311,181000,Call center,833,0.0704,Automática,Activo,0,0.4264179367866242,0,20250809
CR000930,CL00843,2025-10-20,Crédito consumo digital,1150000,3,0.0365,412000,Aliado,715,0.1981,Automática,Finalizado,0,0.27313294125380616,0,20251020
CR000931,CL00844,2026-03-02,Microcrédito,2350000,6,0.0293,433000,App,844,0.1933,Automática,Activo,0,0.39256818625666534,0,20260302
CR000932,CL00846,2026-02-03,Crédito consumo digital,800000,3,0.0366,286000,App,854,0.1799,Automática,Activo,0,0.15682273593925775,0,20260203
CR000933,CL00847,2025-08-11,Crédito libre inversión,3050000,24,0.032,184000,App,791,0.0716,Automática,Mora severa,1,0.6739110168311072,1,20250811
CR000934,CL00848,2025-06-18,Microcrédito,2150000,12,0.029,215000,Call center,874,0.0837,Automática,Mora moderada,1,0.41231984930384236,0,20250618
CR000935,CL00848,2025-06-30,Avance de nómina,450000,3,0.0296,159000,App,851,0.0619,Automática,Finalizado,0,0.22764241551216044,0,20250630
CR000936,CL00849,2026-01-29,Crédito libre inversión,1200000,3,0.0333,427000,Aliado,835,0.1959,Automática,Finalizado,0,0.41728992768814704,0,20260129
CR000937,CL00850,2025-05-12,Crédito consumo digital,3450000,6,0.0207,617000,Aliado,804,0.2036,Automática,Finalizado,0,0.537480101604037,1,20250512
CR000938,CL00851,2025-06-02,Microcrédito,1550000,6,0.0338,290000,App,826,0.1062,Automática,Mora moderada,1,0.5365303911453955,1,20250602
CR000939,CL00852,2025-12-15,Crédito libre inversión,14550000,3,0.0182,5028000,App,900,0.6573,Excepción,Finalizado,0,0.5408809199161475,1,20251215
CR000940,CL00853,2025-07-12,Crédito consumo digital,750000,6,0.0207,134000,App,824,0.0709,Automática,Finalizado,0,0.5311464330576254,1,20250712
CR000941,CL00854,2025-10-26,Crédito consumo digital,400000,12,0.0208,38000,Call center,834,0.0215,Automática,Activo,0,0.36679236260123754,0,20251026
CR000942,CL00855,2025-12-01,Desconocido,1050000,9,0.0274,133000,Web,900,0.0518,Automática,Activo,0,0.11082465553840515,0,20251201
CR000943,CL00857,2025-12-18,Microcrédito,1500000,6,0.03,277000,App,716,0.172,Automática,Mora moderada,1,0.827944517579316,1,20251218
CR000944,CL00859,2025-02-06,Avance de nómina,3750000,6,0.0303,693000,Aliado,900,0.1006,Automática,Finalizado,0,0.2102241813447218,0,20250206
CR000945,CL00861,2024-02-16,Crédito consumo digital,1250000,24,0.0217,67000,Web,578,0.0295,Manual,Mora moderada,1,0.6514352012122681,1,20240216
CR000946,CL00862,2025-12-02,Microcrédito,1700000,6,0.0385,323000,Web,900,0.0907,Automática,Activo,0,0.3085963520573765,0,20251202
CR000947,CL00863,2024-06-27,Crédito consumo digital,1750000,12,0.0308,177000,App,861,0.0734,Automática,Finalizado,0,0.22398246002105407,0,20240627
CR000948,CL00864,2026-03-21,Crédito consumo digital,1650000,6,0.0222,297000,Web,831,0.0762,Automática,Activo,0,0.0814341617075101,0,20260321
CR000949,CL00865,2026-03-31,Crédito consumo digital,500000,9,0.0384,67000,App,660,0.0482,Automática,Activo,0,0.444781195384946,0,20260331
CR000950,CL00866,2025-05-01,Crédito consumo digital,1400000,9,0.024,175000,App,873,0.0681,Automática,Finalizado,0,0.30557311809235566,0,20250501
CR000951,CL00868,2026-03-03,Microcrédito,1500000,9,0.0427,204000,Aliado,861,0.0662,Automática,Activo,0,0.2849294698794327,0,20260303
CR000952,CL00869,2025-08-10,Crédito consumo digital,2400000,18,0.0388,188000,App,805,0.1279,Automática,Mora moderada,1,0.8561606306902501,1,20250810
CR000953,CL00870,2025-01-12,Microcrédito,2600000,9,0.0418,353000,App,847,0.1374,Automática,Mora moderada,1,0.545000217496213,1,20250112
CR000954,CL00870,2024-04-24,Microcrédito,1700000,6,0.045,330000,App,788,0.1284,Automática,Finalizado,0,0.5391060781097953,1,20240424
CR000955,CL00871,2023-09-19,Crédito libre inversión,3600000,18,0.0325,267000,App,822,0.1658,Automática,Finalizado,0,0.5347694633697969,1,20230919
CR000956,CL00873,2025-12-14,Crédito consumo digital,2600000,6,0.0313,482000,App,845,0.1535,Automática,Mora severa,1,0.5127029124761794,1,20251214
CR000957,CL00874,2025-05-22,Crédito consumo digital,3700000,6,0.0268,676000,Web,900,0.1653,Automática,Finalizado,0,0.2804784646040559,0,20250522
CR000958,CL00876,2025-09-04,Avance de nómina,1000000,12,0.0282,99000,App,887,0.0304,Automática,Activo,0,0.2833061001183922,0,20250904
CR000959,CL00876,2025-10-28,Microcrédito,3950000,18,0.0349,299000,App,876,0.0917,Automática,Activo,0,0.40825266708669417,0,20251028
CR000960,CL00877,2025-11-13,Crédito consumo digital,950000,6,0.0234,172000,App,748,0.1623,Automática,Mora moderada,1,0.7492968095595821,1,20251113
CR000961,CL00877,2025-07-10,Crédito consumo digital,650000,12,0.0331,67000,App,811,0.0632,Automática,Activo,0,0.6893355827125334,1,20250710
CR000962,CL00878,2025-05-07,Crédito consumo digital,400000,6,0.0285,73000,App,819,0.0408,Automática,Finalizado,0,0.5166638108807562,1,20250507
CR000963,CL00879,2025-03-20,Microcrédito,2350000,6,0.035,441000,App,893,0.1267,Automática,Finalizado,0,0.28425757757787906,0,20250320
CR000964,CL00879,2025-04-19,Crédito consumo digital,1800000,18,0.0385,140000,App,900,0.0402,Automática,Activo,0,0.1677003962828091,0,20250419
CR000965,CL00881,2025-10-16,Microcrédito,950000,9,0.0431,130000,App,810,0.0605,Automática,Activo,0,0.3004075660583289,0,20251016
CR000966,CL00882,2024-12-23,Crédito consumo digital,2500000,6,0.0329,466000,App,900,0.1043,Automática,Finalizado,0,0.354792726746607,0,20241223
CR000967,CL00883,2025-03-30,Crédito consumo digital,400000,24,0.0267,23000,App,722,0.0365,Automática,Mora severa,1,0.742324830916572,1,20250330
CR000968,CL00884,2025-08-20,Microcrédito,10450000,12,0.0259,1025000,Aliado,867,0.1795,Automática,Activo,0,0.202147249234382,0,20250820
CR000969,CL00886,2025-12-17,Crédito consumo digital,1100000,6,0.0297,203000,App,794,0.1586,Automática,Activo,0,0.27269385065517526,0,20251217
CR000970,CL00887,2026-01-27,Crédito consumo digital,950000,12,0.0375,100000,App,817,0.0439,Automática,Activo,0,0.3559704063946855,0,20260127
CR000971,CL00889,2025-01-02,Crédito consumo digital,3150000,12,0.0231,304000,App,785,0.1126,Automática,Mora severa,1,0.39504444662837884,0,20250102
CR000972,CL00890,2025-02-10,Crédito consumo digital,1450000,12,0.0302,146000,Web,548,0.0664,Manual,Finalizado,0,0.3102017671274636,0,20250210
CR000973,CL00890,2025-12-16,Crédito consumo digital,1250000,9,0.0246,157000,App,528,0.0714,Excepción,Activo,0,0.36337658206214457,0,20251216
CR000974,CL00891,2024-08-22,Avance de nómina,1000000,6,0.0233,181000,Call center,831,0.0675,Automática,Mora moderada,1,0.44395952513662335,0,20240822
CR000975,CL00891,2024-12-24,Crédito consumo digital,800000,12,0.0322,81000,App,830,0.0302,Automática,Finalizado,0,0.3335826107832081,0,20241224
CR000976,CL00892,2026-03-31,Crédito consumo digital,1100000,6,0.0275,201000,App,856,0.0782,Automática,Activo,0,0.16482211585358242,0,20260331
CR000977,CL00892,2025-08-31,Crédito libre inversión,5150000,6,0.0202,920000,App,767,0.358,Manual,Mora moderada,1,0.6046749897440717,1,20250831
CR000978,CL00893,2025-10-05,Crédito consumo digital,2600000,6,0.035,488000,Aliado,622,0.2346,Automática,Finalizado,0,0.40113320449011514,0,20251005
