credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR000824,CL00748,2024-10-17,Microcrédito,2300000,9,0.0337,301000,App,818,0.1171,Automática,Mora moderada,1,2024-03-07,Bogotá D.C.,Bogotá,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,App orgánico,483.0,False,2,iOS,hash_547822,224,10,3,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,701.0,116.83333333333333,0.71481873599642,1,0.0,normal
CR000825,CL00748,2025-11-03,Microcrédito,1350000,12,0.0324,138000,App,885,0.0537,Automática,Activo,0,2024-03-07,Bogotá D.C.,Bogotá,28,F,1,Técnico/Tecnólogo,Comerciante,0.0,App orgánico,483.0,False,2,iOS,hash_547822,606,11,0,2.0,7.0,3.0,1.0,1.0,2.0,0.0,2.0,2599.0,144.38888888888889,0.6127975417270166,1,0.0,normal
CR000826,CL00749,2025-11-26,Crédito libre inversión,2050000,6,0.0301,379000,Call center,752,0.184,Automática,Activo,0,2025-02-05,Bogotá D.C.,Bogotá,30,F,3,Universitario,Estudiante,2060000.0,Referido,604.0,False,0,iOS,hash_871784,294,11,2,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1451.0,241.83333333333334,0.377430113160469,0,2060000.0,normal
CR000827,CL00750,2023-11-20,Avance de nómina,1800000,9,0.0189,219000,App,844,0.0852,Automática,Finalizado,0,2023-04-26,Valle del Cauca,Cali,22,M,6,Bachiller,Empleado,2570000.0,Campaña digital,674.0,True,1,Android,hash_555618,208,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37824404321623795,0,2570000.0,normal
CR000828,CL00751,2025-01-27,Microcrédito,3150000,6,0.0428,606000,App,872,0.1599,Automática,Finalizado,0,2024-04-07,Antioquia,Medellín,27,M,3,Universitario,Microempresario,3790000.0,App orgánico,588.0,True,1,Android,hash_306604,295,1,0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,795.0,132.5,0.2503559843801357,0,3790000.0,normal
CR000829,CL00753,2025-08-09,Crédito libre inversión,2250000,24,0.0277,130000,Web,727,0.0774,Automática,Mora moderada,1,2025-12-04,Antioquia,Medellín,26,M,3,Universitario,Empleado,1680000.0,Campaña digital,550.0,False,1,Android,hash_492963,-117,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7393528526295305,1,1680000.0,normal
CR000830,CL00754,2025-10-25,Crédito consumo digital,450000,9,0.0376,60000,Aliado,900,0.0233,Automática,Activo,0,2024-06-02,Cundinamarca,Soacha,47,F,3,Sin información,Independiente,2570000.0,Campaña digital,629.0,True,0,Android,hash_317544,510,10,5,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1234.0,123.4,0.1685217946952194,0,2570000.0,normal
CR000831,CL00754,2025-11-26,Crédito consumo digital,2050000,12,0.0217,196000,App,867,0.0763,Automática,Activo,0,2024-06-02,Cundinamarca,Soacha,47,F,3,Sin información,Independiente,2570000.0,Campaña digital,629.0,True,0,Android,hash_317544,542,11,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1453.0,121.08333333333333,0.25160866030647344,0,2570000.0,normal
CR000832,CL00755,2024-07-03,Crédito consumo digital,1200000,12,0.0204,114000,App,808,0.0481,Automática,Finalizado,0,2023-01-20,Bolívar,Cartagena,27,F,3,Universitario,Comerciante,2370000.0,App orgánico,656.0,True,0,Android,hash_796403,530,7,2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,496.0,165.33333333333334,0.34945074382566627,0,2370000.0,normal
CR000833,CL00757,2025-02-27,Avance de nómina,1450000,3,0.0309,514000,App,886,0.1736,Automática,Finalizado,0,2024-09-16,Santander,Bucaramanga,41,F,2,Bachiller,Empleado,2960000.0,Referido,663.0,True,0,iOS,hash_239244,164,2,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,254.0,127.0,0.22161691925490504,0,2960000.0,normal
CR000834,CL00758,2025-05-01,Microcrédito,3900000,3,0.04,1405000,Web,836,0.4145,Manual,Finalizado,0,2024-01-16,Valle del Cauca,Cali,38,M,2,Sin información,Empleado,3390000.0,App orgánico,633.0,False,0,Android,hash_793278,471,5,3,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,928.0,154.66666666666666,0.42039020669405497,0,3390000.0,normal
CR000835,CL00759,2024-09-10,Crédito libre inversión,5650000,12,0.0283,562000,Aliado,888,0.188,Automática,Finalizado,0,2024-08-15,Bogotá D.C.,Bogotá,27,M,3,Bachiller,Empleado,2990000.0,Aliado comercial,575.0,True,0,Android,hash_845870,26,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5421167593872722,1,2990000.0,normal
CR000836,CL00761,2025-12-31,Desconocido,4850000,9,0.0235,604000,App,900,0.1581,Automática,Activo,0,2024-08-11,Bogotá D.C.,Bogotá,30,F,2,Universitario,Empleado,3820000.0,Campaña digital,562.0,True,3,Android,hash_700807,507,12,2,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1236.0,137.33333333333334,0.21830005977013325,0,3820000.0,normal
CR000837,CL00762,2025-11-26,Crédito consumo digital,2050000,9,0.0258,258000,App,807,0.0711,Automática,Activo,0,2025-06-28,Bogotá D.C.,Bogotá,37,M,2,Bachiller,Comerciante,3630000.0,App orgánico,532.0,True,2,iOS,hash_449529,151,11,2,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1189.0,148.625,0.5052655727492352,1,3630000.0,normal
CR000838,CL00762,2025-08-03,Microcrédito,3050000,12,0.0395,324000,App,840,0.0893,Automática,Mora severa,1,2025-06-28,Bogotá D.C.,Bogotá,37,M,2,Bachiller,Comerciante,3630000.0,App orgánico,532.0,True,2,iOS,hash_449529,36,8,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,67.0,0.7802886132851355,1,3630000.0,normal
CR000839,CL00763,2026-02-18,Crédito consumo digital,1850000,6,0.0209,331000,Web,900,0.0721,Automática,Activo,0,2024-03-02,Cundinamarca,Soacha,62,F,2,Técnico/Tecnólogo,Comerciante,4590000.0,App orgánico,688.0,False,1,Android,hash_753416,718,2,2,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,644.0,107.33333333333333,0.19744577898664586,0,4590000.0,normal
CR000840,CL00764,2025-12-05,Crédito consumo digital,2350000,3,0.0346,838000,App,841,0.2951,Automática,Mora moderada,1,2025-05-31,Bogotá D.C.,Bogotá,35,F,2,Bachiller,Independiente,2840000.0,Campaña digital,587.0,False,1,Android,hash_901555,188,12,4,1.0,3.0,8.0,1.0,0.0,4.0,0.0,1.0,3169.0,176.05555555555554,0.4464221598214308,0,2840000.0,normal
CR000841,CL00764,2025-10-26,Crédito consumo digital,1000000,6,0.0381,190000,Web,813,0.0669,Automática,Finalizado,0,2025-05-31,Bogotá D.C.,Bogotá,35,F,2,Bachiller,Independiente,2840000.0,Campaña digital,587.0,False,1,Android,hash_901555,148,10,6,1.0,2.0,6.0,1.0,0.0,2.0,0.0,1.0,2347.0,180.53846153846155,0.36478955070072455,0,2840000.0,normal
CR000842,CL00765,2025-08-27,Avance de nómina,450000,6,0.0184,80000,App,783,0.0449,Automática,Mora moderada,1,2024-05-08,Bogotá D.C.,Bogotá,47,M,2,Universitario,Conductor/Repartidor,1780000.0,Campaña digital,525.0,False,2,Android,hash_638908,476,8,2,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,777.0,129.5,0.6398361222218245,1,1780000.0,normal
CR000843,CL00766,2024-02-20,Crédito consumo digital,750000,3,0.0247,262000,App,894,0.1489,Automática,Finalizado,0,2023-10-23,Bogotá D.C.,Bogotá,29,F,2,Bachiller,Empleado,1760000.0,Call center,644.0,True,0,Android,hash_847590,120,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30672063462676996,0,1760000.0,normal
CR000844,CL00767,2025-07-11,Crédito libre inversión,1550000,6,0.0211,278000,App,831,0.123,Automática,Mora moderada,1,2024-11-13,Atlántico,Barranquilla,36,F,4,Sin información,Comerciante,2260000.0,Aliado comercial,566.0,False,2,iOS,hash_906675,240,7,4,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,888.0,148.0,0.5832946598750616,1,2260000.0,normal
CR000845,CL00767,2025-02-22,Crédito libre inversión,5050000,6,0.0277,925000,Aliado,743,0.4093,Manual,Mora severa,1,2024-11-13,Atlántico,Barranquilla,36,F,4,Sin información,Comerciante,2260000.0,Aliado comercial,566.0,False,2,iOS,hash_906675,101,2,5,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,803.0,160.6,0.5675255740958558,1,2260000.0,normal
CR000846,CL00768,2024-01-30,Crédito consumo digital,2100000,9,0.0213,259000,App,900,0.0649,Automática,Finalizado,0,2023-10-17,Bogotá D.C.,Bogotá,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,App orgánico,721.0,True,2,Web,hash_402944,105,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,148.0,148.0,0.21538481886467498,0,3990000.0,normal
CR000847,CL00768,2025-03-09,Crédito consumo digital,2650000,3,0.0283,934000,Web,900,0.2341,Automática,Finalizado,0,2023-10-17,Bogotá D.C.,Bogotá,54,F,2,Técnico/Tecnólogo,Empleado,3990000.0,App orgánico,721.0,True,2,Web,hash_402944,509,3,6,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1124.0,187.33333333333334,0.15803895821056654,0,3990000.0,normal
CR000848,CL00769,2025-04-19,Crédito consumo digital,600000,6,0.0382,114000,Aliado,726,0.0974,Automática,Mora severa,1,2024-08-10,Bogotá D.C.,Bogotá,30,M,2,Bachiller,Conductor/Repartidor,1170000.0,Aliado comercial,401.0,False,0,Android,hash_569045,252,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,137.0,0.8524469256097129,1,1170000.0,normal
CR000849,CL00770,2024-07-22,Crédito consumo digital,1250000,12,0.0356,130000,Aliado,788,0.061,Automática,Mora severa,1,2024-02-20,Valle del Cauca,Cali,54,F,3,Bachiller,Conductor/Repartidor,2130000.0,Aliado comercial,525.0,False,1,Android,hash_613909,153,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,387.0,0.7747654664426418,1,2130000.0,normal
CR000850,CL00773,2025-11-25,Crédito consumo digital,650000,3,0.0316,231000,Web,868,0.106,Automática,Finalizado,0,2025-10-06,Valle del Cauca,Cali,42,F,4,Bachiller,Independiente,2180000.0,Aliado comercial,625.0,False,1,Android,hash_176693,50,11,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,446.0,148.66666666666666,0.3114271240478846,0,2180000.0,normal
CR000851,CL00774,2026-01-11,Crédito consumo digital,1350000,18,0.029,97000,App,726,0.0634,Automática,Activo,0,2025-12-21,Tolima,Ibagué,46,M,4,Universitario,Desempleado,1530000.0,Aliado comercial,519.0,False,0,Web,hash_948158,21,1,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,574.0,191.33333333333334,0.5642301248985031,1,1530000.0,normal
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa,1,2025-10-15,Valle del Cauca,Cali,42,M,3,Universitario,Estudiante,830000.0,Call center,450.0,True,0,Android,hash_540769,-47,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7646443526163464,1,830000.0,normal
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo,0,2025-10-15,Valle del Cauca,Cali,42,M,3,Universitario,Estudiante,830000.0,Call center,450.0,True,0,Android,hash_540769,90,1,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1032.0,172.0,0.4338124112093431,0,830000.0,normal
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado,0,2024-01-10,Meta,Villavicencio,20,F,3,Técnico/Tecnólogo,Microempresario,2330000.0,Referido,566.0,False,1,Android,hash_770740,373,1,4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1289.0,214.83333333333334,0.30729653987129685,0,2330000.0,normal
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado,0,2024-05-29,Norte de Santander,Cúcuta,29,M,1,Posgrado,Empleado,3760000.0,Campaña digital,694.0,False,4,Android,hash_866781,87,8,5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,230.0,76.66666666666667,0.29145700214571685,0,3760000.0,normal
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo,0,2024-05-29,Norte de Santander,Cúcuta,29,M,1,Posgrado,Empleado,3760000.0,Campaña digital,694.0,False,4,Android,hash_866781,219,1,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,230.0,76.66666666666667,0.1987619545442762,0,3760000.0,normal
CR000857,CL00778,2026-03-11,Crédito libre inversión,11700000,6,0.0173,2070000,Call center,838,0.5201,Manual,Activo,0,2024-09-06,Bogotá D.C.,Bogotá,34,M,2,Sin información,Microempresario,3980000.0,App orgánico,627.0,False,1,Android,hash_343758,551,3,2,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1703.0,189.22222222222223,0.5706932384269303,1,3980000.0,normal
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo,0,2025-12-01,Antioquia,Medellín,42,M,1,Bachiller,Comerciante,1570000.0,Aliado comercial,580.0,True,1,iOS,hash_620724,3,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215744106579228,1,1570000.0,normal
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada,1,2024-12-10,Antioquia,Medellín,38,F,1,Sin información,Independiente,-1.0,App orgánico,507.0,True,2,Android,hash_680609,253,8,2,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1134.0,113.4,0.7429655875400925,1,-1.0,normal
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada,1,2024-12-10,Antioquia,Medellín,38,F,1,Sin información,Independiente,-1.0,App orgánico,507.0,True,2,Android,hash_680609,286,9,0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1134.0,113.4,0.681955122418824,1,-1.0,normal
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada,1,2024-12-10,Antioquia,Medellín,38,F,1,Sin información,Independiente,-1.0,App orgánico,507.0,True,2,Android,hash_680609,393,1,2,2.0,1.0,4.0,2.0,0.0,2.0,3.0,1.0,1973.0,131.53333333333333,0.5246339860009877,1,-1.0,normal
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada,1,2023-09-01,Bogotá D.C.,Bogotá,23,M,3,Universitario,Independiente,2570000.0,Referido,568.0,False,2,Android,hash_119192,493,1,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,688.0,172.0,0.5338642165462304,1,2570000.0,normal
CR000863,CL00785,2026-03-05,Crédito consumo digital,4450000,6,0.0314,825000,Call center,864,0.2687,Automática,Activo,0,2024-06-21,Cundinamarca,Soacha,42,M,6,Bachiller,Comerciante,3070000.0,Call center,709.0,False,3,Android,hash_866355,622,3,3,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,2096.0,161.23076923076923,0.29848415060756756,0,3070000.0,normal
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo,0,2024-04-10,Caldas,Manizales,47,F,4,Bachiller,Comerciante,3460000.0,App orgánico,674.0,True,0,Android,hash_968480,584,11,5,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,871.0,124.42857142857143,0.27574068328278895,0,3460000.0,normal
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado,0,2023-03-08,Santander,Bucaramanga,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,Referido,649.0,True,1,iOS,hash_895707,113,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,0.3380894850588126,0,3160000.0,normal
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado,0,2023-03-08,Santander,Bucaramanga,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,Referido,649.0,True,1,iOS,hash_895707,322,1,2,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,617.0,123.4,0.23859287145522226,0,3160000.0,normal
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado,0,2023-03-08,Santander,Bucaramanga,41,M,3,Técnico/Tecnólogo,Empleado,3160000.0,Referido,649.0,True,1,iOS,hash_895707,613,11,6,0.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,1745.0,124.64285714285714,0.11609468875316997,0,3160000.0,normal
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado,0,2024-03-28,Bogotá D.C.,Bogotá,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,Campaña digital,627.0,False,1,iOS,hash_635452,466,7,0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,1523.0,117.15384615384616,0.3174355983771489,0,2480000.0,normal
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo,0,2024-03-28,Bogotá D.C.,Bogotá,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,Campaña digital,627.0,False,1,iOS,hash_635452,670,1,1,5.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,3363.0,168.15,0.10532899945291144,0,2480000.0,normal
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado,0,2024-03-28,Bogotá D.C.,Bogotá,35,M,2,Técnico/Tecnólogo,Microempresario,2480000.0,Campaña digital,627.0,False,1,iOS,hash_635452,642,12,1,5.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,3363.0,168.15,0.25784963416527573,0,2480000.0,normal
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa,1,2024-02-05,Bogotá D.C.,Bogotá,19,F,4,Posgrado,Independiente,4000000.0,Aliado comercial,564.0,True,2,Android,hash_711889,120,6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,275.0,275.0,0.756101948427967,1,4000000.0,normal
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo,0,2025-06-30,Meta,Villavicencio,40,M,2,Universitario,Conductor/Repartidor,1640000.0,App orgánico,450.0,False,0,Web,hash_474684,169,12,1,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,832.0,138.66666666666666,0.6093521664009416,1,1640000.0,normal
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo,0,2024-07-26,Valle del Cauca,Cali,38,M,2,Posgrado,Empleado,3360000.0,App orgánico,574.0,False,3,Android,hash_833709,267,4,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,44.0,0.4796517193827907,0,3360000.0,normal
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo,0,2024-05-19,Valle del Cauca,Cali,39,M,3,Universitario,Empleado,4010000.0,Call center,794.0,True,2,iOS,hash_526542,535,11,2,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,987.0,123.375,0.19018691712692393,0,4010000.0,normal
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa,1,2024-03-29,Bogotá D.C.,Bogotá,23,M,2,Técnico/Tecnólogo,Empleado,5000000.0,Campaña digital,670.0,True,0,iOS,hash_858339,439,6,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,771.0,154.2,0.3402055740333849,0,5000000.0,normal
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo,0,2024-08-29,Tolima,Ibagué,25,M,4,Técnico/Tecnólogo,Empleado,2720000.0,Campaña digital,521.0,True,1,Android,hash_141559,525,2,3,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,976.0,122.0,0.2968515540559472,0,2720000.0,normal
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado,0,2025-06-01,Bogotá D.C.,Bogotá,47,M,1,Bachiller,Empleado,2570000.0,Campaña digital,507.0,False,0,iOS,hash_265426,36,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46576805966667145,0,2570000.0,normal
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo,0,2024-08-05,Bolívar,Cartagena,43,M,2,Posgrado,Independiente,1590000.0,Call center,548.0,False,0,Android,hash_344955,202,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,177.0,88.5,0.6980749473070285,1,1590000.0,normal
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado,0,2024-03-08,Meta,Villavicencio,36,M,4,Bachiller,Pensionado,1990000.0,Referido,577.0,False,0,iOS,hash_926064,405,4,3,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1380.0,125.45454545454545,0.21409629127386823,0,1990000.0,normal
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo,0,2024-03-08,Meta,Villavicencio,36,M,4,Bachiller,Pensionado,1990000.0,Referido,577.0,False,0,iOS,hash_926064,528,8,0,0.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1850.0,142.30769230769232,0.25320810838162283,0,1990000.0,normal
CR000881,CL00801,2025-03-10,Crédito consumo digital,250000,9,0.0388,33000,App,767,0.0413,Automática,Finalizado,0,2023-05-18,Bogotá D.C.,Bogotá,45,M,1,Universitario,Pensionado,800000.0,Campaña digital,489.0,True,0,iOS,hash_186728,662,3,0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,2.0,1906.0,173.27272727272728,0.35054501778299085,0,800000.0,normal
CR000882,CL00801,2025-10-11,Crédito consumo digital,900000,3,0.0383,323000,App,732,0.4037,Manual,Finalizado,0,2023-05-18,Bogotá D.C.,Bogotá,45,M,1,Universitario,Pensionado,800000.0,Campaña digital,489.0,True,0,iOS,hash_186728,877,10,5,0.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,2336.0,194.66666666666666,0.31624725674739756,0,800000.0,normal
CR000883,CL00801,2023-09-10,Crédito libre inversión,1650000,6,0.0295,304000,Aliado,744,0.38,Manual,Mora moderada,1,2023-05-18,Bogotá D.C.,Bogotá,45,M,1,Universitario,Pensionado,800000.0,Campaña digital,489.0,True,0,iOS,hash_186728,115,9,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,586.0,586.0,0.7450921456564424,1,800000.0,normal
CR000884,CL00802,2025-07-13,Microcrédito,2100000,9,0.0274,266000,Call center,821,0.1209,Automática,Mora severa,1,2023-11-03,Antioquia,Medellín,31,M,2,Bachiller,Empleado,2200000.0,Campaña digital,578.0,False,0,Android,hash_118225,618,7,6,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1608.0,178.66666666666666,0.48913696710695387,0,2200000.0,normal
CR000885,CL00802,2023-12-15,Microcrédito,1450000,3,0.0441,527000,Web,748,0.2395,Automática,Finalizado,0,2023-11-03,Antioquia,Medellín,31,M,2,Bachiller,Empleado,2200000.0,Campaña digital,578.0,False,0,Android,hash_118225,42,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4623839726456812,0,2200000.0,normal
CR000886,CL00803,2025-06-20,Crédito libre inversión,850000,3,0.0316,301000,Web,684,0.2467,Automática,Finalizado,0,2025-06-04,Bolívar,Cartagena,36,F,3,Bachiller,Pensionado,1220000.0,Campaña digital,452.0,False,2,Android,hash_171519,16,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,294.0,294.0,0.5254719161500749,1,1220000.0,normal
CR000887,CL00804,2026-03-24,Crédito consumo digital,2400000,3,0.0267,843000,Call center,631,0.2097,Automática,Activo,0,2025-03-20,Antioquia,Medellín,31,M,4,Universitario,Microempresario,4020000.0,Campaña digital,588.0,False,0,iOS,hash_299307,369,3,1,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,793.0,99.125,0.20612478457956004,0,4020000.0,normal
CR000888,CL00806,2025-03-21,Crédito consumo digital,1250000,9,0.0226,155000,Aliado,900,0.0518,Automática,Finalizado,0,2024-02-16,Bogotá D.C.,Bogotá,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,App orgánico,687.0,False,0,Android,hash_992284,399,3,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,317.0,105.66666666666667,0.2503383604761676,0,2990000.0,normal
CR000889,CL00806,2025-10-20,Avance de nómina,1400000,24,0.0258,79000,Call center,900,0.0264,Automática,Activo,0,2024-02-16,Bogotá D.C.,Bogotá,33,F,5,Técnico/Tecnólogo,Independiente,2990000.0,App orgánico,687.0,False,0,Android,hash_992284,612,10,0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,680.0,113.33333333333333,0.30214411482359044,0,2990000.0,normal
CR000890,CL00807,2024-12-30,Avance de nómina,2250000,18,0.0237,155000,Web,900,0.0341,Automática,Activo,0,2024-06-02,Tolima,Ibagué,38,M,4,Bachiller,Empleado,4540000.0,App orgánico,588.0,False,0,Android,hash_163805,211,12,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,455.0,227.5,0.3720487560360792,0,4540000.0,normal
CR000891,CL00807,2026-03-24,Crédito libre inversión,8650000,6,0.0231,1561000,Web,856,0.3438,Automática,Activo,0,2024-06-02,Tolima,Ibagué,38,M,4,Bachiller,Empleado,4540000.0,App orgánico,588.0,False,0,Android,hash_163805,660,3,1,1.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,1913.0,147.15384615384616,0.11134941940409411,0,4540000.0,normal
