cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal
CL00438;2024-08-06;Santander;Bucaramanga;22;M;3;Universitario;Empleado;3480000,0;3480000,0;normal;Aliado comercial;709,0;True;1;iOS
CL00439;2024-09-22;Bogotá D.C.;Bogotá;19;M;2;Universitario;Empleado;3890000,0;3890000,0;normal;Referido;624,0;False;2;Android
CL00440;2025-04-25;Bogotá D.C.;Bogotá;35;F;5;Universitario;Desempleado;830000,0;830000,0;normal;App orgánico;520,0;False;2;iOS
CL00441;2025-07-08;Antioquia;Medellín;40;F;3;Bachiller;Desempleado;620000,0;620000,0;normal;Call center;548,0;False;0;Android
CL00442;2025-06-23;Cundinamarca;Soacha;36;F;3;Bachiller;Empleado;2650000,0;2650000,0;normal;Referido;588,0;True;0;iOS
CL00443;2024-05-17;Norte de Santander;Cúcuta;19;F;3;Sin información;Conductor/Repartidor;3160000,0;3160000,0;normal;Campaña digital;568,0;False;1;Android
CL00444;2025-02-27;Antioquia;Medellín;35;F;3;Técnico/Tecnólogo;Empleado;4020000,0;4020000,0;normal;Campaña digital;676,0;True;2;iOS
CL00445;2024-09-22;Antioquia;Medellín;23;M;3;Bachiller;Independiente;2360000,0;2360000,0;normal;App orgánico;604,0;True;4;Android
CL00446;2025-06-04;Caldas;Manizales;43;F;4;Técnico/Tecnólogo;Comerciante;2710000,0;2710000,0;normal;App orgánico;686,0;False;1;Web
CL00447;2023-12-20;Cundinamarca;Soacha;40;F;3;Técnico/Tecnólogo;Microempresario;6220000,0;6220000,0;normal;Campaña digital;815,0;False;1;Android
CL00449;2025-06-25;Valle del Cauca;Cali;31;M;1;Sin información;Desempleado;670000,0;670000,0;normal;App orgánico;389,0;False;0;Android
CL00450;2025-02-22;Valle del Cauca;Cali;25;No informa;1;Posgrado;Comerciante;2790000,0;2790000,0;normal;Referido;529,0;False;1;Android
CL00451;2023-04-08;Bogotá D.C.;Bogotá;35;F;2;Bachiller;Empleado;1750000,0;1750000,0;normal;Referido;598,0;True;3;Android
CL00452;2023-05-24;Tolima;Ibagué;46;M;2;Técnico/Tecnólogo;Microempresario;2370000,0;2370000,0;normal;App orgánico;545,0;False;2;Android
CL00453;2023-09-25;Cundinamarca;Soacha;26;M;4;Universitario;Conductor/Repartidor;3060000,0;3060000,0;normal;Campaña digital;556,0;False;3;Android
CL00454;2024-10-30;Bogotá D.C.;Bogotá;41;M;2;Bachiller;Empleado;3280000,0;3280000,0;normal;Campaña digital;574,0;False;0;Android
CL00456;2024-04-29;Bogotá D.C.;Bogotá;28;M;5;Técnico/Tecnólogo;Empleado;3490000,0;3490000,0;normal;Campaña digital;681,0;True;2;Android
CL00458;2025-09-27;Bogotá D.C.;Bogotá;26;F;4;Universitario;Empleado;5270000,0;5270000,0;normal;Campaña digital;661,0;False;1;iOS
CL00459;2025-07-25;Bogotá D.C.;Bogotá;30;F;5;Bachiller;Empleado;9110000,0;7082400,000000003;outlier_real;Campaña digital;850,0;True;0;iOS
CL00460;2026-01-07;Antioquia;Medellín;24;M;3;Bachiller;Empleado;2350000,0;2350000,0;normal;App orgánico;623,0;True;1;iOS
CL00461;2025-05-26;Atlántico;Barranquilla;56;F;1;Bachiller;Empleado;1720000,0;1720000,0;normal;Call center;631,0;True;0;iOS
CL00462;2025-02-23;Antioquia;Medellín;36;M;3;Bachiller;Independiente;2800000,0;2800000,0;normal;Aliado comercial;660,0;False;0;Android
CL00463;2024-08-02;Tolima;Ibagué;29;F;3;Bachiller;Empleado;2710000,0;2710000,0;normal;App orgánico;624,0;False;4;Android
CL00464;2025-12-06;Tolima;Ibagué;38;No informa;1;Técnico/Tecnólogo;Independiente;1710000,0;1710000,0;normal;Campaña digital;636,0;True;1;Android
CL00467;2024-05-24;Bogotá D.C.;Bogotá;42;M;2;Bachiller;Independiente;1900000,0;1900000,0;normal;Campaña digital;493,0;False;0;Web
CL00468;2025-01-15;Meta;Villavicencio;44;M;5;Posgrado;Empleado;5160000,0;5160000,0;normal;Campaña digital;779,0;True;0;Android
CL00469;2024-01-23;Risaralda;Pereira;31;M;2;Universitario;Estudiante;1030000,0;1030000,0;normal;Campaña digital;429,0;True;3;iOS
CL00471;2024-09-25;Bogotá D.C.;Bogotá;33;F;2;Universitario;Estudiante;910000,0;910000,0;normal;App orgánico;370,0;True;2;Web
CL00472;2024-06-02;Bogotá D.C.;Bogotá;19;M;2;Universitario;Independiente;2850000,0;2850000,0;normal;Aliado comercial;590,0;True;1;Android
CL00473;2025-08-24;Meta;Villavicencio;21;F;4;Bachiller;Microempresario;2580000,0;2580000,0;normal;Campaña digital;598,0;True;0;Android
CL00474;2025-07-04;Santander;Bucaramanga;50;M;3;Universitario;Comerciante;1790000,0;1790000,0;normal;Campaña digital;548,0;True;2;Android
CL00475;2023-09-19;Cundinamarca;Soacha;52;M;2;Bachiller;Comerciante;2030000,0;2030000,0;normal;Call center;521,0;False;1;Android
CL00477;2023-01-25;Bogotá D.C.;Bogotá;42;F;2;Técnico/Tecnólogo;Empleado;2570000,0;2570000,0;normal;Referido;613,0;False;0;Web
CL00478;2024-01-03;Bogotá D.C.;Bogotá;39;F;2;Técnico/Tecnólogo;Empleado;2370000,0;2370000,0;normal;Campaña digital;583,0;False;4;Android
CL00479;2024-10-02;Caldas;Manizales;67;M;3;Técnico/Tecnólogo;Empleado;3050000,0;3050000,0;normal;Aliado comercial;650,0;False;0;Android
CL00480;2023-11-06;Antioquia;Medellín;47;M;5;Universitario;Empleado;2830000,0;2830000,0;normal;Campaña digital;721,0;False;0;iOS
CL00482;2025-09-25;Risaralda;Pereira;26;M;3;Bachiller;Conductor/Repartidor;2990000,0;2990000,0;normal;Campaña digital;628,0;False;0;Android
CL00483;2024-06-18;Norte de Santander;Cúcuta;20;M;3;Técnico/Tecnólogo;Empleado;5420000,0;5420000,0;normal;Campaña digital;672,0;True;0;Android
CL00485;2023-09-16;Bogotá D.C.;Barranquilla;28;M;2;Sin información;Independiente;2440000,0;2440000,0;normal;App orgánico;584,0;False;1;Android
CL00486;2023-02-02;Valle del Cauca;Cali;22;M;2;Universitario;Comerciante;5720000,0;5720000,0;normal;App orgánico;630,0;True;2;Android
CL00487;2024-07-16;Antioquia;Medellín;30;M;3;Universitario;Independiente;2370000,0;2370000,0;normal;Referido;743,0;False;0;Android
CL00488;2023-09-07;Antioquia;Medellín;25;M;3;Posgrado;Estudiante;970000,0;970000,0;normal;App orgánico;552,0;False;0;Android
CL00489;2023-07-25;Bogotá D.C.;Bogotá;53;M;3;Técnico/Tecnólogo;Microempresario;5180000,0;5180000,0;normal;App orgánico;840,0;False;1;Android
CL00490;2023-12-14;Santander;Bucaramanga;45;M;6;Sin información;Independiente;2800000,0;2800000,0;normal;App orgánico;609,0;False;2;iOS
CL00491;2025-08-31;Cundinamarca;Soacha;36;F;2;Universitario;Independiente;870000,0;870000,0;normal;Referido;524,0;False;0;Android
CL00492;2023-08-09;Tolima;Ibagué;51;F;2;Bachiller;Empleado;4410000,0;4410000,0;normal;Referido;684,0;False;3;iOS
CL00493;2023-04-24;Atlántico;Barranquilla;37;M;2;Técnico/Tecnólogo;Independiente;120000000,0;7082400,000000003;error_captura;Aliado comercial;555,0;False;2;Android
CL00495;2023-05-12;Bogotá D.C.;Bogotá;51;M;3;Técnico/Tecnólogo;Empleado;2550000,0;2550000,0;normal;Campaña digital;581,0;False;0;iOS
CL00496;2023-03-19;Bogotá D.C.;Bogotá;41;F;4;Técnico/Tecnólogo;Empleado;3420000,0;3420000,0;normal;App orgánico;596,0;False;2;Android
CL00497;2023-09-28;Bogotá D.C.;Bogotá;26;M;2;Técnico/Tecnólogo;Empleado;5610000,0;5610000,0;normal;App orgánico;680,0;False;0;Android
CL00499;2023-03-07;Norte de Santander;Cúcuta;27;F;4;Bachiller;Estudiante;1360000,0;1360000,0;normal;App orgánico;420,0;False;1;iOS
CL00500;2023-07-16;Antioquia;Medellín;22;F;2;Universitario;Empleado;1970000,0;1970000,0;normal;Referido;614,0;False;2;Android
CL00501;2025-06-28;Valle del Cauca;Cali;45;M;3;Universitario;Desempleado;700000,0;700000,0;normal;Referido;528,0;False;1;Android
CL00503;2024-11-05;Antioquia;Medellín;22;M;3;Universitario;Independiente;3170000,0;3170000,0;normal;App orgánico;555,0;False;0;Android
CL00504;2023-07-26;Antioquia;Medellín;42;F;2;Universitario;Empleado;8510000,0;7082400,000000003;error_captura;Referido;820,0;False;3;Android
CL00505;2023-10-13;Bogotá D.C.;Bogotá;29;F;3;Técnico/Tecnólogo;Empleado;4440000,0;4440000,0;normal;Campaña digital;636,0;False;1;iOS
CL00506;2024-02-24;Cundinamarca;Soacha;31;M;2;Técnico/Tecnólogo;Comerciante;2620000,0;2620000,0;normal;App orgánico;524,0;True;1;Android
CL00507;2025-03-17;Antioquia;Medellín;30;M;4;Universitario;Empleado;3270000,0;3270000,0;normal;App orgánico;623,0;False;0;Android
CL00508;2025-04-27;Bogotá D.C.;Bogotá;27;M;1;Universitario;Microempresario;3130000,0;3130000,0;normal;App orgánico;495,0;False;1;iOS
CL00509;2023-12-19;Tolima;Ibagué;36;F;3;Universitario;Empleado;5770000,0;5770000,0;normal;App orgánico;743,0;True;0;Android
CL00510;2026-01-05;Bogotá D.C.;Bogotá;28;F;3;Posgrado;Comerciante;3190000,0;3190000,0;normal;App orgánico;607,0;False;3;Android
CL00511;2024-08-18;Bogotá D.C.;Bogotá;39;M;3;Universitario;Comerciante;1570000,0;1570000,0;normal;App orgánico;440,0;False;0;iOS
CL00512;2025-01-08;Norte de Santander;Cúcuta;35;F;5;Bachiller;Empleado;3550000,0;3550000,0;normal;Campaña digital;700,0;False;3;Android
CL00513;2024-06-19;Bogotá D.C.;Bogotá;34;F;3;Posgrado;Independiente;1560000,0;1560000,0;normal;Campaña digital;604,0;False;0;Android
CL00514;2025-08-09;Bogotá D.C.;Bogotá;27;M;3;Bachiller;Independiente;3310000,0;3310000,0;normal;App orgánico;603,0;True;1;Android
CL00515;2024-08-17;Valle del Cauca;Cali;30;M;3;Bachiller;Empleado;2080000,0;2080000,0;normal;App orgánico;598,0;True;1;Web
CL00516;2023-06-22;Santander;Bucaramanga;44;F;3;Universitario;Empleado;4490000,0;4490000,0;normal;Campaña digital;656,0;False;0;Android
CL00517;2024-10-04;Antioquia;Medellín;41;F;3;Sin información;Empleado;2430000,0;2430000,0;normal;App orgánico;587,0;False;2;Android
CL00519;2025-11-17;Norte de Santander;Cúcuta;37;F;4;Técnico/Tecnólogo;Independiente;2140000,0;2140000,0;normal;Referido;583,0;False;2;Android
CL00520;2025-12-25;Meta;Villavicencio;44;F;2;Técnico/Tecnólogo;Independiente;1700000,0;1700000,0;normal;Aliado comercial;550,0;False;0;iOS
CL00521;2023-02-01;Santander;Bucaramanga;19;F;5;Universitario;Empleado;6760000,0;6760000,0;normal;App orgánico;750,0;True;0;iOS
CL00522;2024-04-28;Bogotá D.C.;Bogotá;41;M;1;Técnico/Tecnólogo;Estudiante;1000000,0;1000000,0;normal;App orgánico;484,0;False;3;Android
CL00524;2025-01-11;Cundinamarca;Soacha;42;M;2;Técnico/Tecnólogo;Microempresario;2470000,0;2470000,0;normal;Campaña digital;604,0;True;0;Android
CL00525;2025-04-01;Valle del Cauca;Cali;28;M;5;Universitario;Conductor/Repartidor;3880000,0;3880000,0;normal;Campaña digital;606,0;True;0;Android
CL00526;2024-10-24;Bogotá D.C.;Bogotá;19;M;2;Técnico/Tecnólogo;Empleado;1410000,0;1410000,0;normal;App orgánico;587,0;False;1;Web
CL00527;2023-07-26;Atlántico;Barranquilla;20;M;2;Técnico/Tecnólogo;Independiente;1920000,0;1920000,0;normal;Referido;531,0;False;0;Android
CL00529;2024-06-27;Bolívar;Cartagena;39;F;2;Bachiller;Microempresario;1520000,0;1520000,0;normal;Campaña digital;514,0;False;0;Android
CL00531;2025-04-21;Bogotá D.C.;Bogotá;42;M;1;Universitario;Empleado;2110000,0;2110000,0;normal;App orgánico;650,0;False;2;Android
CL00532;2025-02-21;Valle del Cauca;Cali;19;F;4;Bachiller;Independiente;1870000,0;1870000,0;normal;Call center;626,0;False;0;Android
CL00533;2023-02-03;Atlántico;Barranquilla;35;F;2;Sin información;Desempleado;820000,0;820000,0;normal;Call center;486,0;False;0;Android
CL00534;2024-05-02;Bolívar;Cartagena;24;F;3;Universitario;Empleado;2590000,0;2590000,0;normal;Referido;622,0;False;4;Android
CL00535;2025-12-02;Bogotá D.C.;Bogotá;29;M;1;Bachiller;Estudiante;700000,0;700000,0;normal;App orgánico;438,0;False;0;Android
CL00537;2023-02-05;Antioquia;Medellín;27;F;2;Universitario;Independiente;2680000,0;2680000,0;normal;App orgánico;476,0;False;4;Android
CL00538;2023-08-11;Bogotá D.C.;Bogotá;32;F;2;Sin información;Independiente;3460000,0;3460000,0;normal;Call center;642,0;False;1;Android
CL00539;2025-10-27;Santander;Bucaramanga;46;F;4;Sin información;Independiente;2620000,0;2620000,0;normal;Aliado comercial;651,0;False;2;Android
CL00540;2023-01-22;Antioquia;Medellín;30;M;2;Técnico/Tecnólogo;Microempresario;3240000,0;3240000,0;normal;Campaña digital;736,0;False;3;iOS
CL00541;2023-04-26;Atlántico;Barranquilla;44;M;2;Sin información;Empleado;2570000,0;2570000,0;normal;Campaña digital;668,0;False;1;Android
CL00542;2024-02-15;Bogotá D.C.;Bogotá;25;F;3;Técnico/Tecnólogo;Empleado;2350000,0;2350000,0;normal;Referido;535,0;False;2;Android
CL00543;2024-10-04;Atlántico;Barranquilla;41;F;5;Bachiller;Empleado;4250000,0;4250000,0;normal;Campaña digital;678,0;True;0;Web
CL00544;2025-11-05;Bolívar;Cartagena;50;M;5;Técnico/Tecnólogo;Microempresario;2820000,0;2820000,0;normal;Referido;689,0;False;3;Android
CL00545;2023-05-03;Cundinamarca;Soacha;19;F;2;Sin información;Empleado;1910000,0;1910000,0;normal;Referido;649,0;False;0;Android
CL00546;2023-04-02;Valle del Cauca;Cali;28;M;2;Posgrado;Comerciante;4760000,0;4760000,0;normal;Aliado comercial;684,0;True;0;Android
CL00547;2025-04-27;Antioquia;Medellín;42;F;3;Bachiller;Microempresario;2530000,0;2530000,0;normal;Referido;642,0;True;1;Android
CL00548;2025-07-03;Santander;Bucaramanga;34;M;2;Universitario;Independiente;1860000,0;1860000,0;normal;App orgánico;488,0;False;1;Android
CL00550;2023-09-22;Valle del Cauca;Cali;30;M;5;Técnico/Tecnólogo;Microempresario;2830000,0;2830000,0;normal;Call center;705,0;False;0;Android
CL00551;2025-12-23;Bogotá D.C.;Bogotá;37;M;3;Posgrado;Microempresario;3230000,0;3230000,0;normal;App orgánico;513,0;False;1;Android
CL00552;2024-05-17;Antioquia;Medellín;34;M;2;Universitario;Empleado;2250000,0;2250000,0;normal;Campaña digital;699,0;False;2;Web
CL00553;2024-12-23;Bogotá D.C.;Bogotá;48;F;2;Bachiller;Comerciante;1250000,0;1250000,0;normal;Aliado comercial;641,0;True;2;Android
CL00554;2023-07-13;Bogotá D.C.;Bogotá;39;M;2;Posgrado;Comerciante;2570000,0;2570000,0;normal;Campaña digital;478,0;False;3;Android
CL00555;2025-02-27;Bogotá D.C.;Bogotá;39;F;1;Bachiller;Pensionado;1750000,0;1750000,0;normal;Referido;450,0;True;2;iOS
CL00556;2024-05-10;Valle del Cauca;Cali;32;F;2;Universitario;Estudiante;480000,0;480000,0;normal;Aliado comercial;592,0;False;2;Android
CL00559;2023-08-27;Bogotá D.C.;Bogotá;40;M;2;Técnico/Tecnólogo;Empleado;3880000,0;3880000,0;normal;App orgánico;611,0;True;0;Android
CL00561;2023-07-08;Valle del Cauca;Cali;39;M;2;Bachiller;Empleado;2940000,0;2940000,0;normal;Call center;553,0;False;2;Android
CL00562;2024-01-30;Cundinamarca;Soacha;57;F;4;Universitario;Independiente;5140000,0;5140000,0;normal;Referido;781,0;True;0;Android
CL00563;2023-07-27;Santander;Bucaramanga;45;M;2;Universitario;Empleado;2570000,0;2570000,0;normal;Aliado comercial;605,0;False;3;Android
CL00564;2023-12-19;Bogotá D.C.;Bogotá;33;F;3;Técnico/Tecnólogo;Independiente;2570000,0;2570000,0;normal;App orgánico;703,0;False;2;iOS
CL00566;2023-02-23;Valle del Cauca;Cali;32;M;3;Bachiller;Conductor/Repartidor;1230000,0;1230000,0;normal;Aliado comercial;392,0;False;0;Android
CL00568;2025-09-04;Bogotá D.C.;Bogotá;26;M;2;Universitario;Empleado;2570000,0;2570000,0;normal;Referido;528,0;False;3;Android
CL00569;2025-08-13;Atlántico;Barranquilla;19;M;4;Bachiller;Estudiante;820000,0;820000,0;normal;App orgánico;538,0;True;3;iOS
CL00570;2025-07-25;Valle del Cauca;Cali;32;F;4;Universitario;Conductor/Repartidor;2110000,0;2110000,0;normal;Campaña digital;506,0;False;4;Android
CL00571;2023-11-01;Antioquia;Medellín;36;F;2;Universitario;Microempresario;1870000,0;1870000,0;normal;Campaña digital;571,0;True;2;Android
CL00573;2025-10-08;Santander;Bucaramanga;39;F;4;Técnico/Tecnólogo;Pensionado;2450000,0;2450000,0;normal;Aliado comercial;577,0;False;2;iOS
CL00574;2025-02-07;Tolima;Ibagué;34;M;3;Sin información;Independiente;2170000,0;2170000,0;normal;Referido;631,0;False;2;Web
CL00575;2024-04-15;Antioquia;Medellín;44;M;3;Técnico/Tecnólogo;Empleado;3230000,0;3230000,0;normal;Referido;572,0;False;2;Android
CL00576;2023-10-10;Bogotá D.C.;Bogotá;19;M;5;Bachiller;Microempresario;4330000,0;4330000,0;normal;App orgánico;673,0;True;2;Android
CL00578;2023-10-16;Bogotá D.C.;Bogotá;44;M;2;Bachiller;Microempresario;1670000,0;1670000,0;normal;Campaña digital;589,0;True;2;Android
CL00579;2024-05-21;Risaralda;Pereira;21;M;2;Bachiller;Empleado;4210000,0;4210000,0;normal;App orgánico;600,0;False;1;Android
CL00580;2023-12-08;Bogotá D.C.;Bogotá;47;M;3;Posgrado;Microempresario;2740000,0;2740000,0;normal;Call center;611,0;False;0;Android
CL00582;2026-01-16;Santander;Bucaramanga;32;M;2;Universitario;Independiente;1880000,0;1880000,0;normal;Referido;497,0;False;3;Android
CL00583;2024-09-04;Santander;Bucaramanga;42;F;3;Universitario;Independiente;2100000,0;2100000,0;normal;Referido;540,0;False;1;Android
CL00584;2023-02-26;Cundinamarca;Soacha;59;M;5;Técnico/Tecnólogo;Comerciante;3470000,0;3470000,0;normal;App orgánico;674,0;False;1;Android
CL00585;2023-02-19;Atlántico;Barranquilla;38;M;4;Técnico/Tecnólogo;Empleado;3040000,0;3040000,0;normal;App orgánico;687,0;False;4;Android
CL00586;2024-04-27;Santander;Bucaramanga;38;M;2;Posgrado;Conductor/Repartidor;1340000,0;1340000,0;normal;Call center;487,0;False;2;Android
CL00587;2023-05-03;Meta;Villavicencio;31;F;1;Bachiller;Empleado;1310000,0;1310000,0;normal;Campaña digital;552,0;True;1;Android
CL00589;2025-11-13;Meta;Villavicencio;44;F;4;Posgrado;Conductor/Repartidor;2180000,0;2180000,0;normal;App orgánico;490,0;False;2;Android
CL00590;2025-05-10;Bogotá D.C.;Bogotá;27;M;3;Técnico/Tecnólogo;Microempresario;2550000,0;2550000,0;normal;Campaña digital;642,0;False;0;Android
CL00591;2024-02-01;Antioquia;Medellín;37;F;3;Bachiller;Microempresario;4810000,0;4810000,0;normal;Aliado comercial;588,0;True;2;iOS
CL00593;2023-07-22;Bogotá D.C.;Bogotá;41;F;1;Universitario;Estudiante;1160000,0;1160000,0;normal;Referido;588,0;False;0;Android
CL00594;2025-03-13;Cundinamarca;Soacha;39;F;1;Sin información;Microempresario;2170000,0;2170000,0;normal;Aliado comercial;505,0;False;0;Android
CL00597;2024-08-19;Santander;Bucaramanga;33;F;2;Técnico/Tecnólogo;Microempresario;2670000,0;2670000,0;normal;Campaña digital;515,0;False;0;iOS
CL00598;2023-03-21;Norte de Santander;Cúcuta;26;M;3;Técnico/Tecnólogo;Independiente;4660000,0;4660000,0;normal;Campaña digital;705,0;True;1;Android
CL00599;2024-07-11;Meta;Villavicencio;32;F;2;Universitario;Empleado;2570000,0;2570000,0;normal;Aliado comercial;616,0;True;3;Android
CL00600;2025-11-04;Antioquia;Medellín;40;F;5;Universitario;Empleado;4020000,0;4020000,0;normal;Aliado comercial;733,0;False;2;iOS
CL00601;2023-03-18;Bogotá D.C.;Bogotá;44;F;3;Técnico/Tecnólogo;Independiente;1570000,0;1570000,0;normal;Call center;664,0;False;2;iOS
CL00602;2023-11-23;Bogotá D.C.;Bogotá;27;M;3;Posgrado;Independiente;2720000,0;2720000,0;normal;Call center;486,0;False;3;iOS
CL00603;2025-12-28;Norte de Santander;Cúcuta;45;F;3;Técnico/Tecnólogo;Independiente;2570000,0;2570000,0;normal;Referido;537,0;True;3;Android
CL00604;2025-05-26;Antioquia;Medellín;50;F;2;Universitario;Comerciante;2370000,0;2370000,0;normal;App orgánico;551,0;True;2;Android
CL00606;2025-05-21;Caldas;Manizales;55;M;1;Sin información;Empleado;2830000,0;2830000,0;normal;Referido;575,0;False;1;Android
CL00607;2025-01-20;Bogotá D.C.;Bogotá;28;M;1;Universitario;Empleado;3300000,0;3300000,0;normal;App orgánico;550,0;False;0;Web
CL00609;2023-09-17;Bogotá D.C.;Bogotá;19;M;3;Técnico/Tecnólogo;Conductor/Repartidor;2330000,0;2330000,0;normal;Aliado comercial;536,0;True;1;Android
CL00611;2023-06-17;Bogotá D.C.;Bogotá;43;M;2;Universitario;Conductor/Repartidor;1910000,0;1910000,0;normal;App orgánico;529,0;True;2;Android
CL00612;2024-05-20;Valle del Cauca;Cali;35;F;3;Bachiller;Comerciante;2570000,0;2570000,0;normal;Referido;588,0;False;2;Android
CL00613;2024-09-02;Antioquia;Medellín;39;F;2;Bachiller;Independiente;3570000,0;3570000,0;normal;Campaña digital;547,0;False;2;Android
CL00614;2023-06-17;Santander;Bucaramanga;25;M;3;Bachiller;Empleado;4450000,0;4450000,0;normal;Call center;717,0;False;0;Android
CL00615;2024-03-17;Antioquia;Medellín;60;M;4;Universitario;Independiente;1970000,0;1970000,0;normal;Campaña digital;588,0;False;2;Android
CL00616;2025-11-23;Santander;Bucaramanga;37;F;2;Bachiller;Empleado;2800000,0;2800000,0;normal;Call center;710,0;True;0;Web
CL00617;2024-11-11;Valle del Cauca;Cali;37;F;3;Técnico/Tecnólogo;Desempleado;880000,0;880000,0;normal;Aliado comercial;543,0;False;1;Android
CL00618;2024-12-28;Atlántico;Barranquilla;43;F;5;Técnico/Tecnólogo;Estudiante;1550000,0;1550000,0;normal;App orgánico;532,0;True;2;Android
CL00619;2024-10-02;Atlántico;Barranquilla;41;M;2;Bachiller;Pensionado;1880000,0;1880000,0;normal;App orgánico;503,0;False;3;Android
CL00622;2025-07-25;Antioquia;Medellín;41;M;1;Universitario;Independiente;2140000,0;2140000,0;normal;Referido;659,0;False;1;iOS
CL00623;2024-08-17;Bogotá D.C.;Bogotá;55;M;4;Universitario;Independiente;2030000,0;2030000,0;normal;App orgánico;576,0;False;1;Android
CL00624;2025-01-15;Bolívar;Cartagena;49;F;4;Bachiller;Empleado;6520000,0;6520000,0;normal;App orgánico;675,0;False;1;Web
CL00625;2025-01-20;Norte de Santander;Cúcuta;52;F;1;Sin información;Empleado;2300000,0;2300000,0;normal;Aliado comercial;572,0;False;2;Android
CL00627;2024-09-28;Antioquia;Medellín;26;F;3;Sin información;Independiente;3350000,0;3350000,0;normal;App orgánico;581,0;False;0;Android
CL00628;2025-03-19;Bogotá D.C.;Bogotá;35;F;4;Universitario;Comerciante;4240000,0;4240000,0;normal;App orgánico;657,0;False;1;Android
CL00629;2023-09-15;Antioquia;Medellín;37;M;1;Bachiller;Empleado;3380000,0;3380000,0;normal;Campaña digital;662,0;False;2;iOS
CL00630;2024-04-22;Bogotá D.C.;Bogotá;47;F;3;Técnico/Tecnólogo;Comerciante;3190000,0;3190000,0;normal;App orgánico;572,0;False;2;Web
CL00632;2025-07-07;Valle del Cauca;Cali;51;M;3;Técnico/Tecnólogo;Independiente;2450000,0;2450000,0;normal;App orgánico;547,0;True;1;Android
CL00634;2024-03-16;Bolívar;Cartagena;32;F;4;Bachiller;Independiente;3180000,0;3180000,0;normal;Referido;565,0;True;0;Android
CL00635;2023-09-04;Cundinamarca;Soacha;26;F;1;Técnico/Tecnólogo;Empleado;2160000,0;2160000,0;normal;Referido;511,0;False;4;Android
CL00636;2024-03-06;Valle del Cauca;Cali;19;M;2;Técnico/Tecnólogo;Independiente;2350000,0;2350000,0;normal;Referido;520,0;False;2;Android
CL00637;2023-11-30;Santander;Bucaramanga;44;F;4;Universitario;Pensionado;2400000,0;2400000,0;normal;Aliado comercial;601,0;False;4;Android
CL00639;2025-08-25;Atlántico;Barranquilla;23;F;5;Técnico/Tecnólogo;Estudiante;2740000,0;2740000,0;normal;Campaña digital;583,0;True;2;iOS
CL00640;2023-03-28;Antioquia;Medellín;23;M;4;Bachiller;Microempresario;2930000,0;2930000,0;normal;Referido;541,0;False;2;Web
CL00641;2025-03-22;Bogotá D.C.;Bogotá;33;F;2;Técnico/Tecnólogo;Empleado;2910000,0;2910000,0;normal;Aliado comercial;547,0;False;0;Android
CL00642;2023-12-29;Antioquia;Medellín;53;M;3;Universitario;Empleado;3810000,0;3810000,0;normal;App orgánico;633,0;True;3;iOS
CL00643;2025-04-25;Valle del Cauca;Cali;33;M;2;Bachiller;Empleado;2000000,0;2000000,0;normal;Referido;555,0;False;1;Android
CL00645;2025-12-05;Atlántico;Barranquilla;34;M;2;Técnico/Tecnólogo;Empleado;1940000,0;1940000,0;normal;Campaña digital;574,0;False;0;Android
CL00646;2024-12-05;Risaralda;Pereira;33;F;1;Bachiller;Desempleado;320000,0;320000,0;normal;Campaña digital;415,0;False;0;iOS
CL00647;2025-03-21;Bogotá D.C.;Bogotá;19;F;2;Técnico/Tecnólogo;Empleado;2550000,0;2550000,0;normal;Campaña digital;588,0;True;0;iOS
CL00648;2025-03-26;Bogotá D.C.;Bogotá;35;F;4;Técnico/Tecnólogo;Independiente;2130000,0;2130000,0;normal;Campaña digital;605,0;False;1;Android
CL00649;2025-12-14;Valle del Cauca;Cali;34;F;2;Técnico/Tecnólogo;Comerciante;1680000,0;1680000,0;normal;Referido;577,0;False;1;iOS
CL00652;2024-02-20;Bogotá D.C.;Bogotá;47;M;4;Bachiller;Empleado;4510000,0;4510000,0;normal;Call center;588,0;True;1;iOS
CL00653;2023-08-24;Norte de Santander;Cúcuta;33;F;2;Técnico/Tecnólogo;Independiente;1870000,0;1870000,0;normal;Referido;578,0;True;0;iOS
CL00654;2024-06-01;Bogotá D.C.;Bogotá;25;F;5;Técnico/Tecnólogo;Empleado;4700000,0;4700000,0;normal;Referido;645,0;False;3;iOS
CL00656;2024-03-24;Bogotá D.C.;Bogotá;37;M;2;Técnico/Tecnólogo;Microempresario;3720000,0;3720000,0;normal;App orgánico;634,0;False;1;Android
CL00657;2023-12-03;Valle del Cauca;Cali;36;F;4;Bachiller;Conductor/Repartidor;1830000,0;1830000,0;normal;Aliado comercial;547,0;False;0;Android
CL00658;2023-05-07;Risaralda;Pereira;36;F;1;Técnico/Tecnólogo;Empleado;2370000,0;2370000,0;normal;App orgánico;569,0;True;2;Web
CL00659;2025-08-20;Antioquia;Medellín;38;F;2;Bachiller;Desempleado;870000,0;870000,0;normal;App orgánico;448,0;False;2;iOS
CL00660;2025-06-19;Antioquia;Medellín;35;F;3;Universitario;Conductor/Repartidor;1550000,0;1550000,0;normal;Referido;572,0;False;1;Android
