cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal;creditos_total;creditos_morosos;monto_total_credito;monto_promedio_credito;probabilidad_mora_promedio;probabilidad_mora_max;ultima_fecha_desembolso;tasa_mora_cliente
CL00643;2025-04-25;Valle del Cauca;Cali;33;M;2;Bachiller;Empleado;2000000,0;2000000,0;normal;Referido;555,0;False;1;Android;1;0;5150000;5150000,0;0,6712251608718709;0,6712251608718709;2025-08-21;0,0
CL00645;2025-12-05;Atlántico;Barranquilla;34;M;2;Técnico/Tecnólogo;Empleado;1940000,0;1940000,0;normal;Campaña digital;574,0;False;0;Android;1;0;700000;700000,0;0,46046401522325453;0,46046401522325453;2025-12-09;0,0
CL00646;2024-12-05;Risaralda;Pereira;33;F;1;Bachiller;Desempleado;320000,0;320000,0;normal;Campaña digital;415,0;False;0;iOS;1;0;250000;250000,0;0,3971297981552767;0,3971297981552767;2026-01-05;0,0
CL00647;2025-03-21;Bogotá D.C.;Bogotá;19;F;2;Técnico/Tecnólogo;Empleado;2550000,0;2550000,0;normal;Campaña digital;588,0;True;0;iOS;1;0;1200000;1200000,0;0,2869410093811552;0,2869410093811552;2026-03-20;0,0
CL00648;2025-03-26;Bogotá D.C.;Bogotá;35;F;4;Técnico/Tecnólogo;Independiente;2130000,0;2130000,0;normal;Campaña digital;605,0;False;1;Android;1;1;2900000;2900000,0;0,606563230069592;0,606563230069592;2025-10-08;1,0
CL00649;2025-12-14;Valle del Cauca;Cali;34;F;2;Técnico/Tecnólogo;Comerciante;1680000,0;1680000,0;normal;Referido;577,0;False;1;iOS;1;0;1650000;1650000,0;0,5607406017950308;0,5607406017950308;2025-10-02;0,0
CL00652;2024-02-20;Bogotá D.C.;Bogotá;47;M;4;Bachiller;Empleado;4510000,0;4510000,0;normal;Call center;588,0;True;1;iOS;1;0;2000000;2000000,0;0,3873555415637919;0,3873555415637919;2025-05-14;0,0
CL00653;2023-08-24;Norte de Santander;Cúcuta;33;F;2;Técnico/Tecnólogo;Independiente;1870000,0;1870000,0;normal;Referido;578,0;True;0;iOS;2;0;3450000;1725000,0;0,37131262340589033;0,5588171907470666;2026-01-25;0,0
CL00654;2024-06-01;Bogotá D.C.;Bogotá;25;F;5;Técnico/Tecnólogo;Empleado;4700000,0;4700000,0;normal;Referido;645,0;False;3;iOS;1;0;3650000;3650000,0;0,2684353527013738;0,2684353527013738;2025-10-18;0,0
CL00656;2024-03-24;Bogotá D.C.;Bogotá;37;M;2;Técnico/Tecnólogo;Microempresario;3720000,0;3720000,0;normal;App orgánico;634,0;False;1;Android;3;1;7000000;2333333,3333333335;0,30888692513655297;0,42587846366644666;2025-12-31;0,3333333333333333
CL00657;2023-12-03;Valle del Cauca;Cali;36;F;4;Bachiller;Conductor/Repartidor;1830000,0;1830000,0;normal;Aliado comercial;547,0;False;0;Android;1;1;2900000;2900000,0;0,7063518677855943;0,7063518677855943;2024-04-14;1,0
CL00658;2023-05-07;Risaralda;Pereira;36;F;1;Técnico/Tecnólogo;Empleado;2370000,0;2370000,0;normal;App orgánico;569,0;True;2;Web;2;0;3500000;1750000,0;0,49545129739543114;0,4958030237699533;2024-11-28;0,0
CL00659;2025-08-20;Antioquia;Medellín;38;F;2;Bachiller;Desempleado;870000,0;870000,0;normal;App orgánico;448,0;False;2;iOS;2;2;550000;275000,0;0,8225069789837656;0,8238474828411305;2025-07-07;1,0
CL00660;2025-06-19;Antioquia;Medellín;35;F;3;Universitario;Conductor/Repartidor;1550000,0;1550000,0;normal;Referido;572,0;False;1;Android;1;0;400000;400000,0;0,281779342070608;0,281779342070608;2026-01-27;0,0
CL00661;2025-09-12;Santander;Bucaramanga;30;F;4;Técnico/Tecnólogo;Comerciante;4440000,0;4440000,0;normal;Aliado comercial;616,0;False;1;iOS;1;0;15050000;15050000,0;0,721000246198933;0,721000246198933;2025-08-29;0,0
CL00663;2025-03-19;Atlántico;Barranquilla;36;M;2;Bachiller;Comerciante;3410000,0;3410000,0;normal;Campaña digital;556,0;False;2;Android;1;1;3600000;3600000,0;0,651746128908705;0,651746128908705;2025-08-24;1,0
CL00666;2023-08-21;Santander;Bucaramanga;37;M;2;Técnico/Tecnólogo;Empleado;6560000,0;6560000,0;normal;Referido;647,0;True;3;Android;3;0;10150000;3383333,3333333335;0,20362618613197717;0,3020455207375397;2025-11-08;0,0
CL00667;2023-08-28;Santander;Bucaramanga;33;No informa;4;Universitario;Empleado;2620000,0;2620000,0;normal;Campaña digital;645,0;True;1;Android;2;1;8300000;4150000,0;0,30477782046833835;0,42704239368034214;2025-11-10;0,5
CL00668;2023-11-16;Atlántico;Barranquilla;51;M;2;Universitario;Empleado;1860000,0;1860000,0;normal;Call center;492,0;False;0;Android;2;1;2650000;1325000,0;0,43378722557680616;0,4633803441147236;2025-03-15;0,5
CL00670;2025-01-06;Bogotá D.C.;Bogotá;47;F;4;Universitario;Comerciante;5440000,0;5440000,0;normal;Aliado comercial;684,0;False;1;iOS;1;0;1200000;1200000,0;0,1871118815933419;0,1871118815933419;2025-05-19;0,0
CL00671;2024-09-04;Bogotá D.C.;Bogotá;48;M;3;Universitario;Empleado;2700000,0;2700000,0;normal;Call center;641,0;True;3;Android;1;0;2650000;2650000,0;0,3580384442913262;0,3580384442913262;2025-12-17;0,0
CL00672;2025-11-27;Bogotá D.C.;Bogotá;19;M;3;Bachiller;Empleado;5590000,0;5590000,0;normal;Aliado comercial;687,0;False;1;Android;1;0;2250000;2250000,0;0,33207501513234333;0,33207501513234333;2026-02-11;0,0
CL00673;2023-03-25;Bogotá D.C.;Bogotá;33;M;4;Universitario;Empleado;6550000,0;6550000,0;normal;Campaña digital;774,0;False;3;iOS;1;0;2350000;2350000,0;0,21377177975182746;0,21377177975182746;2023-05-15;0,0
CL00674;2023-08-08;Antioquia;Medellín;32;M;1;Bachiller;Empleado;2030000,0;2030000,0;normal;Campaña digital;495,0;True;1;Android;2;0;2450000;1225000,0;0,276423099657366;0,28398654676983115;2025-10-02;0,0
CL00677;2025-01-07;Santander;Bucaramanga;25;M;5;Técnico/Tecnólogo;Empleado;3520000,0;3520000,0;normal;Aliado comercial;604,0;False;0;Android;2;0;5800000;2900000,0;0,17480269456996333;0,2203420451374575;2026-03-20;0,0
CL00678;2023-06-07;Norte de Santander;Cúcuta;54;M;2;Bachiller;Empleado;2140000,0;2140000,0;normal;Campaña digital;658,0;True;0;Android;1;0;850000;850000,0;0,29613517111207754;0,29613517111207754;2024-08-16;0,0
CL00679;2024-08-11;Atlántico;Barranquilla;45;M;2;Sin información;Independiente;960000,0;960000,0;normal;Campaña digital;441,0;False;0;Android;1;1;650000;650000,0;0,8454227151331337;0,8454227151331337;2025-06-04;1,0
CL00680;2025-07-14;Santander;Bucaramanga;49;M;4;Bachiller;Conductor/Repartidor;2730000,0;2730000,0;normal;App orgánico;594,0;False;1;Android;2;2;4750000;2375000,0;0,5670978949184271;0,592563137428188;2025-09-20;1,0
CL00682;2025-06-30;Risaralda;Pereira;25;F;3;Bachiller;Empleado;3760000,0;3760000,0;normal;Aliado comercial;669,0;True;0;Android;1;0;7200000;7200000,0;0,35545684009228284;0,35545684009228284;2026-01-05;0,0
CL00683;2025-02-05;Atlántico;Barranquilla;31;F;1;Sin información;Empleado;2130000,0;2130000,0;normal;Referido;552,0;True;2;Android;1;0;1450000;1450000,0;0,43355568346203605;0,43355568346203605;2025-06-02;0,0
CL00685;2023-12-01;Antioquia;Medellín;24;M;1;Técnico/Tecnólogo;Comerciante;1590000,0;1590000,0;normal;App orgánico;465,0;False;0;Android;1;1;1050000;1050000,0;0,7698043178756543;0,7698043178756543;2024-11-19;1,0
CL00687;2024-08-02;Antioquia;Medellín;34;M;3;Bachiller;Independiente;3440000,0;3440000,0;normal;Referido;695,0;False;0;Web;1;1;4950000;4950000,0;0,6077674953054408;0,6077674953054408;2025-09-12;1,0
CL00688;2024-10-23;Bogotá D.C.;Bogotá;32;M;4;Posgrado;Empleado;6150000,0;6150000,0;normal;Referido;706,0;True;3;Android;1;0;4450000;4450000,0;0,2533075830507859;0,2533075830507859;2026-02-11;0,0
CL00689;2025-04-22;Bogotá D.C.;Bogotá;43;F;2;Bachiller;Comerciante;4940000,0;4940000,0;normal;App orgánico;608,0;True;0;Android;1;0;1800000;1800000,0;0,1525902428028771;0,1525902428028771;2026-01-06;0,0
CL00690;2024-08-14;Bogotá D.C.;Bogotá;40;M;2;Universitario;Microempresario;1980000,0;1980000,0;normal;Campaña digital;539,0;False;3;iOS;1;0;4200000;4200000,0;0,7035804086589391;0,7035804086589391;2025-02-01;0,0
CL00691;2025-11-11;Santander;Bucaramanga;32;M;2;Técnico/Tecnólogo;Empleado;3160000,0;3160000,0;normal;Campaña digital;644,0;True;2;Web;3;0;3750000;1250000,0;0,26582367861335765;0,36742768419564537;2026-02-26;0,0
CL00692;2025-04-11;Bogotá D.C.;Bogotá;48;M;2;Universitario;Empleado;3050000,0;3050000,0;normal;Call center;587,0;True;2;Android;2;0;8850000;4425000,0;0,3144135502353287;0,413096734323061;2026-03-11;0,0
CL00693;2025-10-13;Bogotá D.C.;Bogotá;25;F;3;Técnico/Tecnólogo;Independiente;3260000,0;3260000,0;normal;Campaña digital;550,0;False;0;iOS;1;0;3850000;3850000,0;0,650147304707833;0,650147304707833;2025-05-21;0,0
CL00694;2023-04-05;Antioquia;Medellín;42;M;2;Sin información;Pensionado;1830000,0;1830000,0;normal;Campaña digital;526,0;True;1;iOS;1;0;900000;900000,0;0,40916224805990553;0,40916224805990553;2024-01-19;0,0
CL00695;2024-04-28;Bogotá D.C.;Bogotá;42;No informa;3;Bachiller;Empleado;1610000,0;1610000,0;normal;Aliado comercial;485,0;False;0;Web;1;1;1100000;1100000,0;0,7333696744169613;0,7333696744169613;2024-12-06;1,0
CL00696;2024-08-03;Antioquia;Medellín;33;M;5;Técnico/Tecnólogo;Independiente;3370000,0;3370000,0;normal;Aliado comercial;654,0;False;3;Android;2;1;9500000;4750000,0;0,49636112441019764;0,5334609458348857;2025-02-13;0,5
CL00697;2024-05-21;Valle del Cauca;Cali;39;M;6;Universitario;Comerciante;6580000,0;6580000,0;normal;Referido;809,0;False;1;Android;1;1;7850000;7850000,0;0,5309177003017473;0,5309177003017473;2025-01-27;1,0
CL00698;2025-07-19;Tolima;Ibagué;23;M;2;Bachiller;Microempresario;2570000,0;2570000,0;normal;Referido;639,0;True;3;Web;1;0;650000;650000,0;0,2858341351326461;0,2858341351326461;2025-10-13;0,0
CL00699;2024-02-17;Antioquia;Medellín;45;F;2;Universitario;Comerciante;2170000,0;2170000,0;normal;App orgánico;583,0;False;1;Android;1;1;5550000;5550000,0;0,43694901271540687;0,43694901271540687;2025-09-23;1,0
CL00700;2024-06-12;Bogotá D.C.;Bogotá;34;M;5;Bachiller;Empleado;3050000,0;3050000,0;normal;App orgánico;744,0;False;3;iOS;1;0;1650000;1650000,0;0,19990283632059927;0,19990283632059927;2024-12-16;0,0
CL00701;2023-06-09;Tolima;Ibagué;31;M;6;Técnico/Tecnólogo;Estudiante;-1,0;-1,0;normal;App orgánico;559,0;True;2;Android;1;0;2300000;2300000,0;0,5185060770598092;0,5185060770598092;2025-04-25;0,0
CL00702;2023-04-11;Bogotá D.C.;Bogotá;46;M;2;Técnico/Tecnólogo;Independiente;2720000,0;2720000,0;normal;Referido;694,0;False;1;iOS;1;0;1150000;1150000,0;0,3522534165457607;0,3522534165457607;2024-10-04;0,0
CL00703;2025-11-30;Valle del Cauca;Cali;29;F;1;Bachiller;Empleado;2750000,0;2750000,0;normal;App orgánico;534,0;False;0;Android;1;0;950000;950000,0;0,4828930775448787;0,4828930775448787;2026-01-18;0,0
CL00704;2024-12-28;Bogotá D.C.;Bogotá;22;F;3;Universitario;Empleado;2570000,0;2570000,0;normal;Referido;588,0;True;0;Android;1;0;950000;950000,0;0,5047312017656171;0,5047312017656171;2025-06-25;0,0
CL00705;2023-08-24;Bogotá D.C.;Bogotá;20;M;3;Posgrado;Independiente;3440000,0;3440000,0;normal;Referido;544,0;False;1;Android;1;1;1800000;1800000,0;0,7431243607246196;0,7431243607246196;2025-01-10;1,0
CL00706;2024-06-27;Tolima;Ibagué;42;M;2;Bachiller;Independiente;1550000,0;1550000,0;normal;App orgánico;552,0;False;3;Android;1;0;1500000;1500000,0;0,4655611560791554;0,4655611560791554;2025-05-14;0,0
CL00707;2023-07-15;Cundinamarca;Soacha;23;M;2;Posgrado;Conductor/Repartidor;2000000,0;2000000,0;normal;Campaña digital;510,0;False;0;Android;1;0;1450000;1450000,0;0,46824903451859395;0,46824903451859395;2025-11-10;0,0
CL00708;2025-12-04;Antioquia;Medellín;54;F;3;Universitario;Microempresario;4720000,0;4720000,0;normal;App orgánico;685,0;False;0;Android;1;0;2500000;2500000,0;0,1545979895448062;0,1545979895448062;2025-12-17;0,0
CL00709;2024-08-31;Santander;Bucaramanga;19;F;4;Técnico/Tecnólogo;Comerciante;3420000,0;3420000,0;normal;Campaña digital;501,0;True;4;Android;1;1;1500000;1500000,0;0,634984393693575;0,634984393693575;2025-05-03;1,0
CL00710;2025-10-17;Valle del Cauca;Cali;53;F;3;Bachiller;Estudiante;1480000,0;1480000,0;normal;Campaña digital;525,0;False;2;Android;2;0;1450000;725000,0;0,536159547169868;0,6225980403179506;2026-02-21;0,0
CL00711;2023-08-26;Bogotá D.C.;Bogotá;38;M;6;Técnico/Tecnólogo;Independiente;3100000,0;3100000,0;normal;Aliado comercial;686,0;False;1;Android;3;0;5300000;1766666,6666666667;0,31151623001885076;0,40088726357627025;2025-04-11;0,0
CL00712;2025-12-01;Antioquia;Medellín;35;F;3;Universitario;Empleado;6010000,0;6010000,0;normal;Referido;767,0;False;2;Web;1;0;3550000;3550000,0;0,14049052000090967;0,14049052000090967;2026-03-02;0,0
CL00713;2023-12-29;Antioquia;Medellín;31;F;5;Universitario;Empleado;5680000,0;5680000,0;normal;App orgánico;716,0;False;1;Android;1;0;7200000;7200000,0;0,402602311222875;0,402602311222875;2024-03-26;0,0
CL00714;2023-10-30;Bogotá D.C.;Bogotá;40;M;3;Universitario;Empleado;6330000,0;6330000,0;normal;Aliado comercial;797,0;True;2;iOS;1;0;4550000;4550000,0;0,23017372972437405;0,23017372972437405;2024-06-13;0,0
CL00715;2025-05-09;Bogotá D.C.;Bogotá;36;F;4;Técnico/Tecnólogo;Estudiante;970000,0;970000,0;normal;Campaña digital;614,0;False;3;Android;2;0;1200000;600000,0;0,3321482488523658;0,49129472256480505;2026-03-30;0,0
CL00716;2024-03-02;Meta;Villavicencio;47;F;5;Técnico/Tecnólogo;Microempresario;5730000,0;5730000,0;normal;Aliado comercial;588,0;False;2;Android;1;0;14850000;14850000,0;0,3988289155644737;0,3988289155644737;2025-07-19;0,0
CL00718;2023-01-26;Bogotá D.C.;Bogotá;38;F;4;Universitario;Empleado;2660000,0;2660000,0;normal;Referido;637,0;False;0;Android;1;0;5100000;5100000,0;0,4285363578398737;0,4285363578398737;2025-02-05;0,0
CL00719;2025-10-02;Meta;Villavicencio;32;M;3;Universitario;Microempresario;2840000,0;2840000,0;normal;App orgánico;697,0;True;0;Android;1;1;3000000;3000000,0;0,7366795458014128;0,7366795458014128;2025-12-05;1,0
CL00720;2025-08-10;Atlántico;Barranquilla;35;M;5;Posgrado;Independiente;4220000,0;4220000,0;normal;Campaña digital;644,0;False;1;Android;1;0;6400000;6400000,0;0,39536671962116465;0,39536671962116465;2026-03-17;0,0
CL00722;2024-03-12;Cundinamarca;Soacha;19;M;3;Bachiller;Pensionado;2890000,0;2890000,0;normal;Aliado comercial;567,0;True;0;iOS;2;2;5800000;2900000,0;0,6987617378196527;0,7745800192119308;2024-12-08;1,0
CL00723;2023-12-28;Norte de Santander;Cúcuta;23;M;3;Técnico/Tecnólogo;Microempresario;4690000,0;4690000,0;normal;App orgánico;569,0;True;2;Android;1;1;2500000;2500000,0;0,6461183537380161;0,6461183537380161;2024-05-10;1,0
CL00724;2025-01-18;Bogotá D.C.;Bogotá;43;F;2;Bachiller;Empleado;4570000,0;4570000,0;normal;Campaña digital;656,0;True;2;Web;2;0;14400000;7200000,0;0,33979269877771245;0,35148846508899173;2025-12-06;0,0
CL00727;2023-06-18;Cundinamarca;Soacha;36;F;2;Bachiller;Desempleado;600000,0;600000,0;normal;App orgánico;483,0;False;2;Android;1;0;350000;350000,0;0,7249158687622475;0,7249158687622475;2024-07-16;0,0
CL00728;2025-11-11;Bogotá D.C.;Bogotá;39;M;3;Universitario;Pensionado;1520000,0;1520000,0;normal;Referido;472,0;False;4;Android;1;1;1800000;1800000,0;0,7471891913002163;0,7471891913002163;2025-12-01;1,0
CL00729;2025-10-14;Caldas;Manizales;31;M;3;Técnico/Tecnólogo;Empleado;2500000,0;2500000,0;normal;Campaña digital;651,0;False;0;Web;1;0;2350000;2350000,0;0,43818532371345253;0,43818532371345253;2025-10-31;0,0
CL00730;2023-10-28;Valle del Cauca;Cali;28;F;1;Bachiller;Comerciante;2540000,0;2540000,0;normal;Referido;588,0;False;3;Android;1;0;2600000;2600000,0;0,441127581804294;0,441127581804294;2025-04-23;0,0
CL00731;2025-09-17;Bogotá D.C.;Bogotá;38;M;3;Bachiller;Conductor/Repartidor;1560000,0;1560000,0;normal;Referido;598,0;True;0;Web;1;0;1350000;1350000,0;0,39799954744431754;0,39799954744431754;2025-12-24;0,0
CL00732;2024-05-25;Meta;Villavicencio;26;M;1;Universitario;Estudiante;710000,0;710000,0;normal;Campaña digital;449,0;True;0;Android;1;0;250000;250000,0;0,33087814620624956;0,33087814620624956;2026-03-19;0,0
CL00733;2024-11-24;Meta;Villavicencio;40;F;1;Sin información;Empleado;2260000,0;2260000,0;normal;Referido;485,0;False;3;iOS;2;0;7100000;3550000,0;0,34990726148512574;0,46087438350054055;2026-01-09;0,0
CL00734;2023-02-05;Cundinamarca;Soacha;19;F;4;Técnico/Tecnólogo;Empleado;4960000,0;4960000,0;normal;App orgánico;689,0;False;2;Android;1;0;3100000;3100000,0;0,25022522044591056;0,25022522044591056;2023-09-21;0,0
CL00735;2023-03-19;Risaralda;Pereira;46;F;2;Universitario;Independiente;1800000,0;1800000,0;normal;Referido;551,0;False;4;iOS;1;0;450000;450000,0;0,5535088592170151;0,5535088592170151;2023-08-10;0,0
CL00736;2024-09-13;Antioquia;Medellín;41;F;5;Técnico/Tecnólogo;Empleado;4370000,0;4370000,0;normal;Campaña digital;804,0;False;1;Android;1;0;3950000;3950000,0;0,2722755583905779;0,2722755583905779;2025-06-12;0,0
CL00737;2023-10-27;Cundinamarca;Soacha;39;M;3;Posgrado;Estudiante;1470000,0;1470000,0;normal;Aliado comercial;526,0;False;2;Android;2;1;4150000;2075000,0;0,6809470754412782;0,7233249550846191;2025-11-30;0,5
CL00738;2023-02-26;Bogotá D.C.;Bogotá;46;F;3;Bachiller;Independiente;1550000,0;1550000,0;normal;Campaña digital;627,0;False;0;Android;1;0;1650000;1650000,0;0,40646806930419993;0,40646806930419993;2023-12-07;0,0
CL00739;2025-12-03;Norte de Santander;Cúcuta;53;M;5;Técnico/Tecnólogo;Empleado;4290000,0;4290000,0;normal;Campaña digital;671,0;False;2;Android;1;0;10700000;10700000,0;0,27973124719179043;0,27973124719179043;2025-07-27;0,0
CL00740;2025-10-25;Cundinamarca;Soacha;46;F;3;Bachiller;Independiente;3390000,0;3390000,0;normal;Referido;562,0;True;0;Android;1;0;10500000;10500000,0;0,30206728191605536;0,30206728191605536;2026-03-10;0,0
CL00742;2026-01-01;Valle del Cauca;Cali;23;F;3;Bachiller;Microempresario;5920000,0;5920000,0;normal;Campaña digital;705,0;False;4;Web;1;0;4000000;4000000,0;0,2381455752429045;0,2381455752429045;2025-07-04;0,0
CL00743;2024-01-29;Caldas;Manizales;30;F;2;Universitario;Microempresario;2380000,0;2380000,0;normal;Referido;526,0;True;0;iOS;1;0;1150000;1150000,0;0,3947743564468062;0,3947743564468062;2025-06-12;0,0
CL00746;2023-06-15;Risaralda;Pereira;29;F;4;Técnico/Tecnólogo;Microempresario;2720000,0;2720000,0;normal;App orgánico;692,0;True;1;Android;1;0;5100000;5100000,0;0,279657751241976;0,279657751241976;2025-04-30;0,0
CL00747;2025-12-02;Bogotá D.C.;Bogotá;38;M;4;Universitario;Independiente;1920000,0;1920000,0;normal;Aliado comercial;452,0;False;1;iOS;1;0;2550000;2550000,0;0,5496466347882162;0,5496466347882162;2026-03-17;0,0
CL00748;2024-03-07;Bogotá D.C.;Bogotá;28;F;1;Técnico/Tecnólogo;Comerciante;0,0;0,0;normal;App orgánico;483,0;False;2;iOS;3;2;4300000;1433333,3333333333;0,6344640815695249;0,71481873599642;2025-12-27;0,6666666666666666
CL00749;2025-02-05;Bogotá D.C.;Bogotá;30;F;3;Universitario;Estudiante;2060000,0;2060000,0;normal;Referido;604,0;False;0;iOS;1;0;2050000;2050000,0;0,377430113160469;0,377430113160469;2025-11-26;0,0
CL00750;2023-04-26;Valle del Cauca;Cali;22;M;6;Bachiller;Empleado;2570000,0;2570000,0;normal;Campaña digital;674,0;True;1;Android;1;0;1800000;1800000,0;0,37824404321623795;0,37824404321623795;2023-11-20;0,0
CL00751;2024-04-07;Antioquia;Medellín;27;M;3;Universitario;Microempresario;3790000,0;3790000,0;normal;App orgánico;588,0;True;1;Android;1;0;3150000;3150000,0;0,2503559843801357;0,2503559843801357;2025-01-27;0,0
CL00753;2025-12-04;Antioquia;Medellín;26;M;3;Universitario;Empleado;1680000,0;1680000,0;normal;Campaña digital;550,0;False;1;Android;1;1;2250000;2250000,0;0,7393528526295305;0,7393528526295305;2025-08-09;1,0
CL00754;2024-06-02;Cundinamarca;Soacha;47;F;3;Sin información;Independiente;2570000,0;2570000,0;normal;Campaña digital;629,0;True;0;Android;2;0;2500000;1250000,0;0,21006522750084644;0,25160866030647344;2025-11-26;0,0
CL00755;2023-01-20;Bolívar;Cartagena;27;F;3;Universitario;Comerciante;2370000,0;2370000,0;normal;App orgánico;656,0;True;0;Android;1;0;1200000;1200000,0;0,34945074382566627;0,34945074382566627;2024-07-03;0,0
CL00757;2024-09-16;Santander;Bucaramanga;41;F;2;Bachiller;Empleado;2960000,0;2960000,0;normal;Referido;663,0;True;0;iOS;1;0;1450000;1450000,0;0,22161691925490504;0,22161691925490504;2025-02-27;0,0
CL00758;2024-01-16;Valle del Cauca;Cali;38;M;2;Sin información;Empleado;3390000,0;3390000,0;normal;App orgánico;633,0;False;0;Android;1;0;3900000;3900000,0;0,42039020669405497;0,42039020669405497;2025-05-01;0,0
CL00759;2024-08-15;Bogotá D.C.;Bogotá;27;M;3;Bachiller;Empleado;2990000,0;2990000,0;normal;Aliado comercial;575,0;True;0;Android;1;0;5650000;5650000,0;0,5421167593872722;0,5421167593872722;2024-09-10;0,0
CL00761;2024-08-11;Bogotá D.C.;Bogotá;30;F;2;Universitario;Empleado;3820000,0;3820000,0;normal;Campaña digital;562,0;True;3;Android;1;0;4850000;4850000,0;0,21830005977013325;0,21830005977013325;2025-12-31;0,0
CL00762;2025-06-28;Bogotá D.C.;Bogotá;37;M;2;Bachiller;Comerciante;3630000,0;3630000,0;normal;App orgánico;532,0;True;2;iOS;2;1;5100000;2550000,0;0,6427770930171854;0,7802886132851355;2025-11-26;0,5
CL00763;2024-03-02;Cundinamarca;Soacha;62;F;2;Técnico/Tecnólogo;Comerciante;4590000,0;4590000,0;normal;App orgánico;688,0;False;1;Android;1;0;1850000;1850000,0;0,19744577898664586;0,19744577898664586;2026-02-18;0,0
CL00764;2025-05-31;Bogotá D.C.;Bogotá;35;F;2;Bachiller;Independiente;2840000,0;2840000,0;normal;Campaña digital;587,0;False;1;Android;2;1;3350000;1675000,0;0,4056058552610777;0,4464221598214308;2025-12-05;0,5
CL00765;2024-05-08;Bogotá D.C.;Bogotá;47;M;2;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Campaña digital;525,0;False;2;Android;1;1;450000;450000,0;0,6398361222218245;0,6398361222218245;2025-08-27;1,0
CL00766;2023-10-23;Bogotá D.C.;Bogotá;29;F;2;Bachiller;Empleado;1760000,0;1760000,0;normal;Call center;644,0;True;0;Android;1;0;750000;750000,0;0,30672063462676996;0,30672063462676996;2024-02-20;0,0
CL00767;2024-11-13;Atlántico;Barranquilla;36;F;4;Sin información;Comerciante;2260000,0;2260000,0;normal;Aliado comercial;566,0;False;2;iOS;2;2;6600000;3300000,0;0,5754101169854586;0,5832946598750616;2025-07-11;1,0
CL00768;2023-10-17;Bogotá D.C.;Bogotá;54;F;2;Técnico/Tecnólogo;Empleado;3990000,0;3990000,0;normal;App orgánico;721,0;True;2;Web;2;0;4750000;2375000,0;0,18671188853762077;0,21538481886467498;2025-03-09;0,0
CL00769;2024-08-10;Bogotá D.C.;Bogotá;30;M;2;Bachiller;Conductor/Repartidor;1170000,0;1170000,0;normal;Aliado comercial;401,0;False;0;Android;1;1;600000;600000,0;0,8524469256097129;0,8524469256097129;2025-04-19;1,0
CL00770;2024-02-20;Valle del Cauca;Cali;54;F;3;Bachiller;Conductor/Repartidor;2130000,0;2130000,0;normal;Aliado comercial;525,0;False;1;Android;1;1;1250000;1250000,0;0,7747654664426418;0,7747654664426418;2024-07-22;1,0
CL00773;2025-10-06;Valle del Cauca;Cali;42;F;4;Bachiller;Independiente;2180000,0;2180000,0;normal;Aliado comercial;625,0;False;1;Android;1;0;650000;650000,0;0,3114271240478846;0,3114271240478846;2025-11-25;0,0
CL00774;2025-12-21;Tolima;Ibagué;46;M;4;Universitario;Desempleado;1530000,0;1530000,0;normal;Aliado comercial;519,0;False;0;Web;1;0;1350000;1350000,0;0,5642301248985031;0,5642301248985031;2026-01-11;0,0
CL00775;2025-10-15;Valle del Cauca;Cali;42;M;3;Universitario;Estudiante;830000,0;830000,0;normal;Call center;450,0;True;0;Android;2;1;1300000;650000,0;0,5992283819128448;0,7646443526163464;2026-01-13;0,5
CL00776;2024-01-10;Meta;Villavicencio;20;F;3;Técnico/Tecnólogo;Microempresario;2330000,0;2330000,0;normal;Referido;566,0;False;1;Android;1;0;1450000;1450000,0;0,30729653987129685;0,30729653987129685;2025-01-17;0,0
CL00777;2024-05-29;Norte de Santander;Cúcuta;29;M;1;Posgrado;Empleado;3760000,0;3760000,0;normal;Campaña digital;694,0;False;4;Android;2;0;4350000;2175000,0;0,24510947834499652;0,29145700214571685;2025-01-03;0,0
CL00778;2024-09-06;Bogotá D.C.;Bogotá;34;M;2;Sin información;Microempresario;3980000,0;3980000,0;normal;App orgánico;627,0;False;1;Android;1;0;11700000;11700000,0;0,5706932384269303;0,5706932384269303;2026-03-11;0,0
CL00780;2025-12-01;Antioquia;Medellín;42;M;1;Bachiller;Comerciante;1570000,0;1570000,0;normal;Aliado comercial;580,0;True;1;iOS;1;0;800000;800000,0;0,5215744106579228;0,5215744106579228;2025-12-04;0,0
CL00781;2024-12-10;Antioquia;Medellín;38;F;1;Sin información;Independiente;-1,0;-1,0;normal;App orgánico;507,0;True;2;Android;3;3;6000000;2000000,0;0,649851565319968;0,7429655875400925;2026-01-07;1,0
CL00782;2023-09-01;Bogotá D.C.;Bogotá;23;M;3;Universitario;Independiente;2570000,0;2570000,0;normal;Referido;568,0;False;2;Android;1;1;1650000;1650000,0;0,5338642165462304;0,5338642165462304;2025-01-06;1,0
CL00785;2024-06-21;Cundinamarca;Soacha;42;M;6;Bachiller;Comerciante;3070000,0;3070000,0;normal;Call center;709,0;False;3;Android;1;0;4450000;4450000,0;0,29848415060756756;0,29848415060756756;2026-03-05;0,0
